epoch,grad_cosine_shared,grad_norm_next_region_shared,grad_norm_next_category_shared,loss_ratio_next_region_to_next_category,head_alpha,reg_encoder_l2norm,reg_encoder_drift_from_init,reg_encoder_step_drift,cat_encoder_l2norm,cat_encoder_drift_from_init,cat_encoder_step_drift
1,-0.027453,0.906852,1.045385,4.513191,0.193501,32.425365,6.763523,6.763523,32.093372,3.063218,3.063218
2,0.095769,0.497370,0.343010,5.551383,0.286849,32.195526,6.948650,2.011710,32.191196,4.463919,2.636113
3,0.021716,0.002708,0.202406,5.904784,0.379891,31.893171,6.909218,0.439225,32.364529,5.600482,2.644557
4,-0.058487,0.001488,0.229164,6.146776,0.472519,31.596952,6.889389,0.316729,32.459461,6.419166,2.148511
5,0.008341,0.001848,0.161982,6.117995,0.564456,31.305750,6.882376,0.301081,32.508347,7.108299,2.085253
6,0.000257,0.002020,0.150155,5.938329,0.655477,31.018709,6.892566,0.319894,32.566257,7.744952,2.230323
7,-0.002945,0.025809,0.143455,5.769007,0.745348,30.744606,6.923368,0.494867,32.610287,8.297997,2.196949
8,0.010494,0.016774,0.163080,5.622397,0.833885,30.501608,7.080069,1.320798,32.628330,8.658061,1.723221
9,-0.013734,0.029194,0.133572,5.434263,0.920892,30.302660,7.337661,1.784176,32.633080,8.968659,1.589270
10,-0.019317,0.100152,0.207473,5.291191,1.006184,30.080626,7.540749,1.280282,32.644192,9.272009,1.545076
11,0.024732,0.010897,0.232644,5.158715,1.089567,29.974812,8.162032,3.022623,32.649540,9.553320,1.468657
12,0.065943,0.027468,0.125803,4.988437,1.170878,30.077267,9.451442,4.138202,32.664608,9.833278,1.474352
13,-0.089898,0.062766,0.119301,4.938611,1.249769,30.339548,10.845458,4.919966,32.680382,10.088455,1.437336
14,-0.021320,0.034895,0.178377,4.826598,1.325619,30.224289,11.185564,2.275145,32.686642,10.327682,1.365591
15,0.001765,0.009112,0.133183,4.784239,1.394125,30.015442,11.200520,0.880061,32.692104,10.554547,1.351899
16,0.006113,0.006895,0.130704,4.744507,1.448311,29.809187,11.232330,0.555101,32.703194,10.774555,1.367314
17,0.005985,0.010662,0.139139,4.771875,1.487649,29.606989,11.256785,0.966930,32.702515,10.959283,1.275361
18,-0.005100,0.015286,0.120758,4.777844,1.520647,29.425341,11.325127,0.933706,32.703899,11.134604,1.254276
19,0.008965,0.019158,0.127741,4.782978,1.545841,29.302206,11.497756,1.958428,32.708107,11.303392,1.221224
20,0.006664,0.028513,0.110441,4.821854,1.564412,29.153337,11.587009,0.669265,32.699131,11.443109,1.112058
21,0.005502,0.005913,0.125296,4.868047,1.582133,29.012812,11.661943,1.160501,32.697117,11.592925,1.105737
22,-0.007217,0.004465,0.129389,4.881869,1.596921,28.900379,11.762516,1.509150,32.690540,11.719009,1.019682
23,-0.022268,0.004357,0.121865,4.916110,1.609544,28.749666,11.784090,0.256236,32.683796,11.830767,1.001902
24,0.008196,0.001465,0.112914,4.968719,1.619424,28.602823,11.798851,0.161279,32.670967,11.922436,0.962568
25,0.010149,0.002143,0.106837,4.994404,1.627016,28.461842,11.813607,0.302418,32.659691,12.014807,0.935981
26,0.030716,0.002799,0.152299,5.032181,1.633532,28.331345,11.828403,0.151116,32.649147,12.096218,0.866420
27,-0.000958,0.001537,0.097093,5.093055,1.640496,28.209518,11.847319,0.185020,32.641094,12.178668,0.819143
28,-0.001536,0.002442,0.155185,5.123303,1.646709,28.101261,11.873662,0.468392,32.627861,12.244725,0.786618
29,-0.001745,0.018405,0.153826,5.145205,1.651310,28.043774,12.011368,1.497450,32.612255,12.292712,0.708171
30,0.000778,0.001085,0.136678,5.173980,1.654732,27.949102,12.025689,0.109075,32.601601,12.345575,0.707655
31,0.020292,0.001619,0.102312,5.222373,1.657686,27.861313,12.038989,0.096538,32.589180,12.389271,0.647801
32,0.018074,0.002839,0.106594,5.277855,1.659991,27.784401,12.049923,0.122928,32.578381,12.433028,0.583200
33,0.007317,0.006512,0.139689,5.336902,1.661806,27.713423,12.061515,0.075180,32.568001,12.470364,0.537950
34,0.018505,0.000830,0.110565,5.343631,1.663350,27.649113,12.072068,0.072241,32.557892,12.502521,0.486728
35,-0.013456,0.002639,0.113247,5.390402,1.665073,27.591377,12.083956,0.078162,32.547226,12.525499,0.425115
36,-0.023389,0.002387,0.111224,5.435069,1.666069,27.540844,12.093694,0.093017,32.537785,12.545794,0.378616
37,0.006814,0.004774,0.099676,5.476918,1.667011,27.506359,12.112452,0.382369,32.528564,12.563081,0.345210
38,0.043044,0.003520,0.122269,5.512736,1.668294,27.470768,12.123196,0.145965,32.520527,12.575745,0.315027
39,-0.002073,0.006818,0.110134,5.540212,1.669662,27.439114,12.129879,0.080646,32.513165,12.586958,0.270345
40,-0.003503,0.014897,0.112822,5.612839,1.670141,27.411392,12.134583,0.079548,32.506882,12.595363,0.225601
41,0.016247,0.001622,0.130449,5.617347,1.670737,27.388578,12.139225,0.034200,32.501713,12.601346,0.191475
42,0.024639,0.004476,0.106519,5.632288,1.671862,27.370485,12.143303,0.037853,32.496895,12.606276,0.158444
43,-0.006655,0.013864,0.119438,5.639579,1.672349,27.356310,12.147474,0.038312,32.493111,12.609914,0.126019
44,-0.024366,0.118527,0.113403,5.677826,1.672751,27.346279,12.150248,0.047496,32.490280,12.612496,0.099569
45,0.001811,0.005314,0.115153,5.702386,1.673018,27.339235,12.152905,0.058424,32.487957,12.613545,0.073944
46,0.004922,0.009003,0.116506,5.690014,1.673290,27.334219,12.154352,0.015336,32.486408,12.614385,0.048276
47,0.002279,0.016419,0.123449,5.691456,1.673444,27.330938,12.155228,0.017808,32.485565,12.615017,0.033519
48,-0.003080,0.012817,0.134612,5.693529,1.673532,27.329241,12.155759,0.014500,32.485035,12.615207,0.016908
49,-0.009875,0.011276,0.112089,5.708243,1.673576,27.328625,12.155818,0.004655,32.484848,12.615286,0.006820
50,-0.016053,0.011368,0.124786,5.714272,1.673579,27.328526,12.155850,0.000780,32.484825,12.615297,0.001251
