Category,precision,recall,f1-score,support
Community,0.5751,0.7331,0.6444,3144.6000
Entertainment,0.7030,0.7182,0.7102,2771.6000
Food,0.7733,0.6551,0.7090,7859.2000
Nightlife,0.4674,0.7045,0.5609,1409.6000
Outdoors,0.6666,0.7489,0.7052,2216.2000
Shopping,0.7808,0.7232,0.7506,6701.8000
Travel,0.8537,0.8260,0.8396,7732.0000
macro avg,0.6886,0.7299,0.7028,31835.0000
