Category,precision,recall,f1-score,support
Community,57.51 ± 1.66,73.31 ± 1.69,64.44 ± 1.44,314460.00 ± 54.77
Entertainment,70.30 ± 2.53,71.82 ± 0.90,71.02 ± 0.93,277160.00 ± 54.77
Food,77.33 ± 1.78,65.51 ± 2.10,70.90 ± 0.95,785920.00 ± 44.72
Nightlife,46.74 ± 4.51,70.45 ± 1.15,56.09 ± 3.24,140960.00 ± 54.77
Outdoors,66.66 ± 1.87,74.89 ± 1.24,70.52 ± 1.24,221620.00 ± 44.72
Shopping,78.08 ± 1.85,72.32 ± 2.05,75.06 ± 0.85,670180.00 ± 44.72
Travel,85.37 ± 0.55,82.60 ± 0.67,83.96 ± 0.58,773200.00 ± 0.00
macro avg,68.86 ± 0.85,72.99 ± 0.54,70.28 ± 0.82,3183500.00 ± 70.71
