Category,precision,recall,f1-score,support
Community,0.4943,0.6555,0.5636,659.0000
Entertainment,0.3409,0.4121,0.3731,330.0000
Food,0.5861,0.4323,0.4976,1795.0000
Nightlife,0.2957,0.4920,0.3694,250.0000
Outdoors,0.3548,0.5654,0.4360,283.0000
Shopping,0.6127,0.4636,0.5279,1389.0000
Travel,0.4693,0.6254,0.5362,574.0000
macro avg,0.4505,0.5209,0.4720,5280.0000
weighted avg,0.5275,0.4981,0.5008,5280.0000
