Category,precision,recall,f1-score,support
Community,0.5229,0.5422,0.5322,4282.0000
Entertainment,0.4354,0.3861,0.4089,1878.4000
Food,0.6028,0.6115,0.6068,11261.4000
Nightlife,0.3574,0.2164,0.2681,1108.2000
Outdoors,0.5192,0.5134,0.5159,2429.0000
Shopping,0.5893,0.6216,0.6043,10475.6000
Travel,0.4233,0.3616,0.3888,1741.6000
macro avg,0.4929,0.4647,0.4750,33176.2000
