Category,precision,recall,f1-score,support
Community,52.29 ± 1.05,54.22 ± 1.24,53.22 ± 0.37,428200.00 ± 0.00
Entertainment,43.54 ± 0.75,38.61 ± 2.38,40.89 ± 1.32,187840.00 ± 54.77
Food,60.28 ± 1.00,61.15 ± 2.09,60.68 ± 0.69,1126140.00 ± 54.77
Nightlife,35.74 ± 2.36,21.64 ± 2.66,26.81 ± 1.71,110820.00 ± 44.72
Outdoors,51.92 ± 0.78,51.34 ± 2.62,51.59 ± 1.15,242900.00 ± 0.00
Shopping,58.93 ± 1.38,62.16 ± 3.23,60.43 ± 1.01,1047560.00 ± 54.77
Travel,42.33 ± 2.47,36.16 ± 2.98,38.88 ± 1.32,174160.00 ± 54.77
macro avg,49.29 ± 0.43,46.47 ± 0.92,47.50 ± 0.51,3317620.00 ± 44.72
