Category,precision,recall,f1-score,support
Community,0.5332,0.7701,0.6302,3145.0000
Entertainment,0.7102,0.7118,0.7110,2772.0000
Food,0.7612,0.6445,0.6980,7859.0000
Nightlife,0.4666,0.7133,0.5641,1409.0000
Outdoors,0.6853,0.7568,0.7193,2216.0000
Shopping,0.7959,0.6907,0.7396,6702.0000
Travel,0.8416,0.8103,0.8256,7732.0000
macro avg,0.6849,0.7282,0.6983,31835.0000
weighted avg,0.7428,0.7236,0.7277,31835.0000
