engine,state,task,granularity,level,metric,seed,value
hgi,texas,cat,poi,L0,sep_ratio,0,1.673848669721302
hgi,texas,cat,poi,L1,accuracy,0,0.6830000281333923
hgi,texas,cat,poi,L1,accuracy_macro,0,0.6398006081581116
hgi,texas,cat,poi,L1,f1,0,0.6552464962005615
hgi,texas,cat,poi,L1,f1_weighted,0,0.6811835765838623
hgi,texas,cat,poi,L1,mrr,0,0.8142702579498291
hgi,texas,cat,poi,L1,top3_acc,0,0.9411249756813049
hgi,texas,cat,poi,L1,ndcg_3,0,0.8373156189918518
hgi,texas,cat,poi,L1,top5_acc,0,0.9901250004768372
hgi,texas,cat,poi,L1,ndcg_5,0,0.857750415802002
hgi,texas,cat,poi,L1,train_acc,0,0.6847426295280457
hgi,texas,cat,poi,L1,test_class_coverage,0,1.0
hgi,texas,cat,poi,L0,knn10_acc,1,0.78075
hgi,texas,cat,poi,L0,knn10_macro_f1,1,0.7627636861469894
hgi,texas,cat,poi,L0,silhouette,1,0.0004602873232215643
hgi,texas,cat,poi,L0,cohesion,1,0.3308226466178894
hgi,texas,cat,poi,L0,centroid_inter_sim,1,0.20901353657245636
hgi,texas,cat,poi,L0,sep_ratio,1,1.5827809626253888
hgi,texas,cat,poi,L1,accuracy,1,0.6808750033378601
hgi,texas,cat,poi,L1,accuracy_macro,1,0.6348275542259216
hgi,texas,cat,poi,L1,f1,1,0.6528548002243042
hgi,texas,cat,poi,L1,f1_weighted,1,0.6787305474281311
hgi,texas,cat,poi,L1,mrr,1,0.8139874935150146
hgi,texas,cat,poi,L1,top3_acc,1,0.9447500109672546
hgi,texas,cat,poi,L1,ndcg_3,1,0.838687539100647
hgi,texas,cat,poi,L1,top5_acc,1,0.9911249876022339
hgi,texas,cat,poi,L1,ndcg_5,1,0.8579643964767456
hgi,texas,cat,poi,L1,train_acc,1,0.6837132573127747
hgi,texas,cat,poi,L1,test_class_coverage,1,1.0
hgi,texas,cat,poi,L0,knn10_acc,2,0.774375
hgi,texas,cat,poi,L0,knn10_macro_f1,2,0.7584965983397828
hgi,texas,cat,poi,L0,silhouette,2,0.0011928225867450237
hgi,texas,cat,poi,L0,cohesion,2,0.3362756371498108
hgi,texas,cat,poi,L0,centroid_inter_sim,2,0.2009008675813675
hgi,texas,cat,poi,L0,sep_ratio,2,1.6738386508640375
hgi,texas,cat,poi,L1,accuracy,2,0.6825000047683716
hgi,texas,cat,poi,L1,accuracy_macro,2,0.6440594792366028
hgi,texas,cat,poi,L1,f1,2,0.6587260961532593
hgi,texas,cat,poi,L1,f1_weighted,2,0.6814067959785461
hgi,texas,cat,poi,L1,mrr,2,0.8136618733406067
hgi,texas,cat,poi,L1,top3_acc,2,0.9417499899864197
hgi,texas,cat,poi,L1,ndcg_3,2,0.837214469909668
hgi,texas,cat,poi,L1,top5_acc,2,0.9884999990463257
hgi,texas,cat,poi,L1,ndcg_5,2,0.856713056564331
hgi,texas,cat,poi,L1,train_acc,2,0.6867279410362244
hgi,texas,cat,poi,L1,test_class_coverage,2,1.0
hgi,texas,cat,poi,L0,knn10_acc,3,0.768875
hgi,texas,cat,poi,L0,knn10_macro_f1,3,0.7492715135259996
hgi,texas,cat,poi,L0,silhouette,3,0.0002988455235026777
hgi,texas,cat,poi,L0,cohesion,3,0.33443957567214966
hgi,texas,cat,poi,L0,centroid_inter_sim,3,0.19951052963733673
hgi,texas,cat,poi,L0,sep_ratio,3,1.6763003751234695
hgi,texas,cat,poi,L1,accuracy,3,0.6771249771118164
hgi,texas,cat,poi,L1,accuracy_macro,3,0.6390179991722107
hgi,texas,cat,poi,L1,f1,3,0.6524683237075806
hgi,texas,cat,poi,L1,f1_weighted,3,0.6757156252861023
hgi,texas,cat,poi,L1,mrr,3,0.8120154738426208
hgi,texas,cat,poi,L1,top3_acc,3,0.9445000290870667
hgi,texas,cat,poi,L1,ndcg_3,3,0.8370476365089417
hgi,texas,cat,poi,L1,top5_acc,3,0.9915000200271606
hgi,texas,cat,poi,L1,ndcg_5,3,0.8566430807113647
hgi,texas,cat,poi,L1,train_acc,3,0.6878308653831482
hgi,texas,cat,poi,L1,test_class_coverage,3,1.0
hgi,texas,cat,poi,L0,knn10_acc,4,0.776625
hgi,texas,cat,poi,L0,knn10_macro_f1,4,0.7566659958028634
hgi,texas,cat,poi,L0,silhouette,4,0.002304780064150691
hgi,texas,cat,poi,L0,cohesion,4,0.3369820713996887
hgi,texas,cat,poi,L0,centroid_inter_sim,4,0.19580137729644775
hgi,texas,cat,poi,L0,sep_ratio,4,1.7210403524868478
hgi,texas,cat,poi,L1,accuracy,4,0.6826249957084656
hgi,texas,cat,poi,L1,accuracy_macro,4,0.6385901570320129
hgi,texas,cat,poi,L1,f1,4,0.6531931757926941
hgi,texas,cat,poi,L1,f1_weighted,4,0.6807497143745422
hgi,texas,cat,poi,L1,mrr,4,0.8150219917297363
hgi,texas,cat,poi,L1,top3_acc,4,0.9458749890327454
hgi,texas,cat,poi,L1,ndcg_3,4,0.8398632407188416
hgi,texas,cat,poi,L1,top5_acc,4,0.9921249747276306
hgi,texas,cat,poi,L1,ndcg_5,4,0.8590916991233826
hgi,texas,cat,poi,L1,train_acc,4,0.6854044198989868
hgi,texas,cat,poi,L1,test_class_coverage,4,1.0
hgi,texas,reg,poi,L0,n_eval,-1,40000.0
hgi,texas,reg,poi,L0,label_coverage,-1,1.0
hgi,texas,reg,poi,L0,knn10_acc,0,0.041
hgi,texas,reg,poi,L0,knn10_macro_f1,0,0.011444801040244302
hgi,texas,reg,poi,L0,silhouette,0,-0.4435333013534546
hgi,texas,reg,poi,L0,cohesion,0,0.6770695447921753
hgi,texas,reg,poi,L0,centroid_inter_sim,0,0.07030228525400162
hgi,texas,reg,poi,L0,sep_ratio,0,9.63083265851072
hgi,texas,reg,poi,L1,accuracy,0,0.03474999964237213
hgi,texas,reg,poi,L1,accuracy_macro,0,0.01211940981935726
hgi,texas,reg,poi,L1,f1,0,0.007640856318175793
hgi,texas,reg,poi,L1,f1_weighted,0,0.02572008967399597
hgi,texas,reg,poi,L1,mrr,0,0.06390731036663055
hgi,texas,reg,poi,L1,top3_acc,0,0.06837499886751175
hgi,texas,reg,poi,L1,ndcg_3,0,0.054066527634859085
hgi,texas,reg,poi,L1,top5_acc,0,0.08562500029802322
hgi,texas,reg,poi,L1,ndcg_5,0,0.06112320348620415
hgi,texas,reg,poi,L1,train_acc,0,0.12386029213666916
hgi,texas,reg,poi,L1,test_class_coverage,0,0.9047919293820933
hgi,texas,reg,poi,L0,knn10_acc,1,0.039125
hgi,texas,reg,poi,L0,knn10_macro_f1,1,0.010625266575849977
hgi,texas,reg,poi,L0,silhouette,1,-0.4352184534072876
hgi,texas,reg,poi,L0,cohesion,1,0.6810376048088074
hgi,texas,reg,poi,L0,centroid_inter_sim,1,0.06533940881490707
hgi,texas,reg,poi,L0,sep_ratio,1,10.423075708230616
hgi,texas,reg,poi,L1,accuracy,1,0.03400000184774399
hgi,texas,reg,poi,L1,accuracy_macro,1,0.00896132259379852
hgi,texas,reg,poi,L1,f1,1,0.0064956373535096645
hgi,texas,reg,poi,L1,f1_weighted,1,0.025920134037733078
hgi,texas,reg,poi,L1,mrr,1,0.06442300230264664
hgi,texas,reg,poi,L1,top3_acc,1,0.06825000047683716
hgi,texas,reg,poi,L1,ndcg_3,1,0.0538908913731575
hgi,texas,reg,poi,L1,top5_acc,1,0.08637499809265137
hgi,texas,reg,poi,L1,ndcg_5,1,0.06134083494544029
hgi,texas,reg,poi,L1,train_acc,1,0.12632353603839874
hgi,texas,reg,poi,L1,test_class_coverage,1,0.8973312401883831
hgi,texas,reg,poi,L0,knn10_acc,2,0.040125
hgi,texas,reg,poi,L0,knn10_macro_f1,2,0.010723320790132072
hgi,texas,reg,poi,L0,silhouette,2,-0.44853144884109497
hgi,texas,reg,poi,L0,cohesion,2,0.6770888566970825
hgi,texas,reg,poi,L0,centroid_inter_sim,2,0.06682644784450531
hgi,texas,reg,poi,L0,sep_ratio,2,10.132049189155802
hgi,texas,reg,poi,L1,accuracy,2,0.036125000566244125
hgi,texas,reg,poi,L1,accuracy_macro,2,0.012008285301830674
hgi,texas,reg,poi,L1,f1,2,0.007927989587187767
hgi,texas,reg,poi,L1,f1_weighted,2,0.027189739048480988
hgi,texas,reg,poi,L1,mrr,2,0.06668585538864136
hgi,texas,reg,poi,L1,top3_acc,2,0.07050000131130219
hgi,texas,reg,poi,L1,ndcg_3,2,0.05599655956029892
hgi,texas,reg,poi,L1,top5_acc,2,0.09175000339746475
hgi,texas,reg,poi,L1,ndcg_5,2,0.064786896109581
hgi,texas,reg,poi,L1,train_acc,2,0.12547793984413147
hgi,texas,reg,poi,L1,test_class_coverage,2,0.8939202026599113
hgi,texas,reg,poi,L0,knn10_acc,3,0.0375
hgi,texas,reg,poi,L0,knn10_macro_f1,3,0.010160444851263944
hgi,texas,reg,poi,L0,silhouette,3,-0.44681018590927124
hgi,texas,reg,poi,L0,cohesion,3,0.681649386882782
hgi,texas,reg,poi,L0,centroid_inter_sim,3,0.06791026145219803
hgi,texas,reg,poi,L0,sep_ratio,3,10.037502025560517
hgi,texas,reg,poi,L1,accuracy,3,0.036375001072883606
hgi,texas,reg,poi,L1,accuracy_macro,3,0.01021286409778172
hgi,texas,reg,poi,L1,f1,3,0.006681693252176046
hgi,texas,reg,poi,L1,f1_weighted,3,0.026754630729556084
hgi,texas,reg,poi,L1,mrr,3,0.06339877843856812
hgi,texas,reg,poi,L1,top3_acc,3,0.06525000184774399
hgi,texas,reg,poi,L1,ndcg_3,3,0.053038306534290314
hgi,texas,reg,poi,L1,top5_acc,3,0.08237499743700027
hgi,texas,reg,poi,L1,ndcg_5,3,0.06004662066698074
hgi,texas,reg,poi,L1,train_acc,3,0.12849265336990356
hgi,texas,reg,poi,L1,test_class_coverage,3,0.8872412727834414
hgi,texas,reg,poi,L0,knn10_acc,4,0.038875
hgi,texas,reg,poi,L0,knn10_macro_f1,4,0.010932800075710025
hgi,texas,reg,poi,L0,silhouette,4,-0.434600293636322
hgi,texas,reg,poi,L0,cohesion,4,0.6776155233383179
hgi,texas,reg,poi,L0,centroid_inter_sim,4,0.0673888772726059
hgi,texas,reg,poi,L0,sep_ratio,4,10.05530216206427
hgi,texas,reg,poi,L1,accuracy,4,0.032999999821186066
hgi,texas,reg,poi,L1,accuracy_macro,4,0.010352196631493506
hgi,texas,reg,poi,L1,f1,4,0.006975917611271143
hgi,texas,reg,poi,L1,f1_weighted,4,0.024030320346355438
hgi,texas,reg,poi,L1,mrr,4,0.06205355003476143
hgi,texas,reg,poi,L1,top3_acc,4,0.06412500143051147
hgi,texas,reg,poi,L1,ndcg_3,4,0.05114836245775223
hgi,texas,reg,poi,L1,top5_acc,4,0.08187499642372131
hgi,texas,reg,poi,L1,ndcg_5,4,0.0584368072450161
hgi,texas,reg,poi,L1,train_acc,4,0.12389706075191498
hgi,texas,reg,poi,L1,test_class_coverage,4,0.8953341740226987
check2hgi,alabama,cat,poi,L0,n_eval,-1,11848.0
check2hgi,alabama,cat,poi,L0,label_coverage,-1,1.0
check2hgi,alabama,cat,poi,L0,knn10_acc,0,0.9725738396624473
check2hgi,alabama,cat,poi,L0,knn10_macro_f1,0,0.9726606243147381
check2hgi,alabama,cat,poi,L0,silhouette,0,0.4654761552810669
check2hgi,alabama,cat,poi,L0,cohesion,0,0.8587568998336792
check2hgi,alabama,cat,poi,L0,centroid_inter_sim,0,0.5274350643157959
check2hgi,alabama,cat,poi,L0,sep_ratio,0,1.6281755953174704
check2hgi,alabama,cat,poi,L1,accuracy,0,0.9784809947013855
check2hgi,alabama,cat,poi,L1,accuracy_macro,0,0.9805792570114136
check2hgi,alabama,cat,poi,L1,f1,0,0.9771384000778198
check2hgi,alabama,cat,poi,L1,f1_weighted,0,0.9785029292106628
check2hgi,alabama,cat,poi,L1,mrr,0,0.9889944195747375
check2hgi,alabama,cat,poi,L1,top3_acc,0,0.999578058719635
check2hgi,alabama,cat,poi,L1,ndcg_3,0,0.9916812777519226
check2hgi,alabama,cat,poi,L1,top5_acc,0,1.0
check2hgi,alabama,cat,poi,L1,ndcg_5,0,0.9918630123138428
check2hgi,alabama,cat,poi,L1,train_acc,0,0.9828699231147766
check2hgi,alabama,cat,poi,L1,test_class_coverage,0,1.0
check2hgi,alabama,cat,poi,L0,knn10_acc,1,0.9734177215189873
check2hgi,alabama,cat,poi,L0,knn10_macro_f1,1,0.9684222050935621
check2hgi,alabama,cat,poi,L0,silhouette,1,0.4597851037979126
check2hgi,alabama,cat,poi,L0,cohesion,1,0.8543142676353455
check2hgi,alabama,cat,poi,L0,centroid_inter_sim,1,0.5215818285942078
check2hgi,alabama,cat,poi,L0,sep_ratio,1,1.6379295075097497
check2hgi,alabama,cat,poi,L1,accuracy,1,0.9818565249443054
check2hgi,alabama,cat,poi,L1,accuracy_macro,1,0.9782972931861877
check2hgi,alabama,cat,poi,L1,f1,1,0.979716420173645
check2hgi,alabama,cat,poi,L1,f1_weighted,1,0.9818506836891174
check2hgi,alabama,cat,poi,L1,mrr,1,0.9907172918319702
check2hgi,alabama,cat,poi,L1,top3_acc,1,1.0
check2hgi,alabama,cat,poi,L1,ndcg_3,1,0.9931380748748779
check2hgi,alabama,cat,poi,L1,top5_acc,1,1.0
check2hgi,alabama,cat,poi,L1,ndcg_5,1,0.9931380748748779
check2hgi,alabama,cat,poi,L1,train_acc,1,0.9834905862808228
check2hgi,alabama,cat,poi,L1,test_class_coverage,1,1.0
check2hgi,alabama,cat,poi,L0,knn10_acc,2,0.9725738396624473
check2hgi,alabama,cat,poi,L0,knn10_macro_f1,2,0.9719093621716748
check2hgi,alabama,cat,poi,L0,silhouette,2,0.45342209935188293
check2hgi,alabama,cat,poi,L0,cohesion,2,0.8514102101325989
check2hgi,alabama,cat,poi,L0,centroid_inter_sim,2,0.5235130786895752
check2hgi,alabama,cat,poi,L0,sep_ratio,2,1.6263399039882538
check2hgi,alabama,cat,poi,L1,accuracy,2,0.9776371121406555
check2hgi,alabama,cat,poi,L1,accuracy_macro,2,0.9741518497467041
check2hgi,alabama,cat,poi,L1,f1,2,0.9736270904541016
check2hgi,alabama,cat,poi,L1,f1_weighted,2,0.9776142835617065
check2hgi,alabama,cat,poi,L1,mrr,2,0.9887130856513977
check2hgi,alabama,cat,poi,L1,top3_acc,2,0.999578058719635
check2hgi,alabama,cat,poi,L1,ndcg_3,2,0.99148029088974
check2hgi,alabama,cat,poi,L1,top5_acc,2,1.0
check2hgi,alabama,cat,poi,L1,ndcg_5,2,0.9916620254516602
check2hgi,alabama,cat,poi,L1,train_acc,2,0.9844835996627808
check2hgi,alabama,cat,poi,L1,test_class_coverage,2,1.0
check2hgi,alabama,cat,poi,L0,knn10_acc,3,0.9725622625580413
check2hgi,alabama,cat,poi,L0,knn10_macro_f1,3,0.970641865646345
check2hgi,alabama,cat,poi,L0,silhouette,3,0.4591423571109772
check2hgi,alabama,cat,poi,L0,cohesion,3,0.8550800085067749
check2hgi,alabama,cat,poi,L0,centroid_inter_sim,3,0.532396137714386
check2hgi,alabama,cat,poi,L0,sep_ratio,3,1.6060973172677275
check2hgi,alabama,cat,poi,L1,accuracy,3,0.9772055745124817
check2hgi,alabama,cat,poi,L1,accuracy_macro,3,0.9745152592658997
check2hgi,alabama,cat,poi,L1,f1,3,0.9749314188957214
check2hgi,alabama,cat,poi,L1,f1_weighted,3,0.9772324562072754
check2hgi,alabama,cat,poi,L1,mrr,3,0.9886027574539185
check2hgi,alabama,cat,poi,L1,top3_acc,3,1.0
check2hgi,alabama,cat,poi,L1,ndcg_3,3,0.9915872812271118
check2hgi,alabama,cat,poi,L1,top5_acc,3,1.0
check2hgi,alabama,cat,poi,L1,ndcg_5,3,0.9915872812271118
check2hgi,alabama,cat,poi,L1,train_acc,3,0.9839890599250793
check2hgi,alabama,cat,poi,L1,test_class_coverage,3,1.0
check2hgi,alabama,cat,poi,L0,knn10_acc,4,0.9818488813845504
check2hgi,alabama,cat,poi,L0,knn10_macro_f1,4,0.9786369920600818
check2hgi,alabama,cat,poi,L0,silhouette,4,0.4627697765827179
check2hgi,alabama,cat,poi,L0,cohesion,4,0.8557127118110657
check2hgi,alabama,cat,poi,L0,centroid_inter_sim,4,0.5246498584747314
check2hgi,alabama,cat,poi,L0,sep_ratio,4,1.6310167590606128
check2hgi,alabama,cat,poi,L1,accuracy,4,0.9873364567756653
check2hgi,alabama,cat,poi,L1,accuracy_macro,4,0.9848345518112183
check2hgi,alabama,cat,poi,L1,f1,4,0.9842491149902344
check2hgi,alabama,cat,poi,L1,f1_weighted,4,0.9873369932174683
check2hgi,alabama,cat,poi,L1,mrr,4,0.9935275316238403
check2hgi,alabama,cat,poi,L1,top3_acc,4,1.0
check2hgi,alabama,cat,poi,L1,ndcg_3,4,0.9952157139778137
check2hgi,alabama,cat,poi,L1,top5_acc,4,1.0
check2hgi,alabama,cat,poi,L1,ndcg_5,4,0.9952157139778137
check2hgi,alabama,cat,poi,L1,train_acc,4,0.9817550182342529
check2hgi,alabama,cat,poi,L1,test_class_coverage,4,1.0
check2hgi,alabama,reg,poi,L0,n_eval,-1,11848.0
check2hgi,alabama,reg,poi,L0,label_coverage,-1,1.0
check2hgi,alabama,reg,poi,L0,knn10_acc,0,0.049367088607594936
check2hgi,alabama,reg,poi,L0,knn10_macro_f1,0,0.019484923867426576
check2hgi,alabama,reg,poi,L0,silhouette,0,-0.7077460885047913
check2hgi,alabama,reg,poi,L0,cohesion,0,0.815682053565979
check2hgi,alabama,reg,poi,L0,centroid_inter_sim,0,0.5584980845451355
check2hgi,alabama,reg,poi,L0,sep_ratio,0,1.4604921236754196
check2hgi,alabama,reg,poi,L1,accuracy,0,0.05485232174396515
check2hgi,alabama,reg,poi,L1,accuracy_macro,0,0.01865555289013138
check2hgi,alabama,reg,poi,L1,f1,0,0.010077503509819508
check2hgi,alabama,reg,poi,L1,f1_weighted,0,0.031002070754766464
check2hgi,alabama,reg,poi,L1,mrr,0,0.10599160194396973
check2hgi,alabama,reg,poi,L1,top3_acc,0,0.10886076092720032
check2hgi,alabama,reg,poi,L1,ndcg_3,0,0.08594464510679245
check2hgi,alabama,reg,poi,L1,top5_acc,0,0.14767932891845703
check2hgi,alabama,reg,poi,L1,ndcg_5,0,0.10196023434400558
check2hgi,alabama,reg,poi,L1,train_acc,0,0.096201591193676
check2hgi,alabama,reg,poi,L1,test_class_coverage,0,0.9093567251461988
check2hgi,alabama,reg,poi,L0,knn10_acc,1,0.04008438818565401
check2hgi,alabama,reg,poi,L0,knn10_macro_f1,1,0.014277918247860576
check2hgi,alabama,reg,poi,L0,silhouette,1,-0.7085630297660828
check2hgi,alabama,reg,poi,L0,cohesion,1,0.8135139346122742
check2hgi,alabama,reg,poi,L0,centroid_inter_sim,1,0.561152458190918
check2hgi,alabama,reg,poi,L0,sep_ratio,1,1.4497199873897666
check2hgi,alabama,reg,poi,L1,accuracy,1,0.050210971385240555
check2hgi,alabama,reg,poi,L1,accuracy_macro,1,0.01350809997982449
check2hgi,alabama,reg,poi,L1,f1,1,0.006780137773603201
check2hgi,alabama,reg,poi,L1,f1_weighted,1,0.025558460503816605
check2hgi,alabama,reg,poi,L1,mrr,1,0.0971536785364151
check2hgi,alabama,reg,poi,L1,top3_acc,1,0.09746835380792618
check2hgi,alabama,reg,poi,L1,ndcg_3,1,0.07737532258033752
check2hgi,alabama,reg,poi,L1,top5_acc,1,0.13080169260501862
check2hgi,alabama,reg,poi,L1,ndcg_5,1,0.09104703366756439
check2hgi,alabama,reg,poi,L1,train_acc,1,0.07472690939903259
check2hgi,alabama,reg,poi,L1,test_class_coverage,1,0.9073806078147613
check2hgi,alabama,reg,poi,L0,knn10_acc,2,0.038818565400843885
check2hgi,alabama,reg,poi,L0,knn10_macro_f1,2,0.011537197514848935
check2hgi,alabama,reg,poi,L0,silhouette,2,-0.7108392715454102
check2hgi,alabama,reg,poi,L0,cohesion,2,0.8088418245315552
check2hgi,alabama,reg,poi,L0,centroid_inter_sim,2,0.5698693990707397
check2hgi,alabama,reg,poi,L0,sep_ratio,2,1.4193459516347025
check2hgi,alabama,reg,poi,L1,accuracy,2,0.048101264983415604
check2hgi,alabama,reg,poi,L1,accuracy_macro,2,0.013272008761553697
check2hgi,alabama,reg,poi,L1,f1,2,0.0073915207758545876
check2hgi,alabama,reg,poi,L1,f1_weighted,2,0.025445284321904182
check2hgi,alabama,reg,poi,L1,mrr,2,0.09536541998386383
check2hgi,alabama,reg,poi,L1,top3_acc,2,0.09831223636865616
check2hgi,alabama,reg,poi,L1,ndcg_3,2,0.07663191854953766
check2hgi,alabama,reg,poi,L1,top5_acc,2,0.13248945772647858
check2hgi,alabama,reg,poi,L1,ndcg_5,2,0.0905931144952774
check2hgi,alabama,reg,poi,L1,train_acc,2,0.07261668145656586
check2hgi,alabama,reg,poi,L1,test_class_coverage,2,0.9121522693997072
check2hgi,alabama,reg,poi,L0,knn10_acc,3,0.047277332207682564
check2hgi,alabama,reg,poi,L0,knn10_macro_f1,3,0.014529529912063717
check2hgi,alabama,reg,poi,L0,silhouette,3,-0.7137731313705444
check2hgi,alabama,reg,poi,L0,cohesion,3,0.8150579929351807
check2hgi,alabama,reg,poi,L0,centroid_inter_sim,3,0.5617945194244385
check2hgi,alabama,reg,poi,L0,sep_ratio,3,1.4508115774611188
check2hgi,alabama,reg,poi,L1,accuracy,3,0.019417475908994675
check2hgi,alabama,reg,poi,L1,accuracy_macro,3,0.00622946633533998
check2hgi,alabama,reg,poi,L1,f1,3,0.0026053087785840034
check2hgi,alabama,reg,poi,L1,f1_weighted,3,0.008432193659245968
check2hgi,alabama,reg,poi,L1,mrr,3,0.04787770286202431
check2hgi,alabama,reg,poi,L1,top3_acc,3,0.04305614158511162
check2hgi,alabama,reg,poi,L1,ndcg_3,3,0.03333698958158493
check2hgi,alabama,reg,poi,L1,top5_acc,3,0.05698607116937637
check2hgi,alabama,reg,poi,L1,ndcg_5,3,0.0390218049287796
check2hgi,alabama,reg,poi,L1,train_acc,3,0.025691945105791092
check2hgi,alabama,reg,poi,L1,test_class_coverage,3,0.8981077147016011
check2hgi,alabama,reg,poi,L0,knn10_acc,4,0.045588856057408186
check2hgi,alabama,reg,poi,L0,knn10_macro_f1,4,0.017532901169086727
check2hgi,alabama,reg,poi,L0,silhouette,4,-0.715354323387146
check2hgi,alabama,reg,poi,L0,cohesion,4,0.8109307289123535
check2hgi,alabama,reg,poi,L0,centroid_inter_sim,4,0.5586252212524414
check2hgi,alabama,reg,poi,L0,sep_ratio,4,1.4516543436657612
check2hgi,alabama,reg,poi,L1,accuracy,4,0.024905024096369743
check2hgi,alabama,reg,poi,L1,accuracy_macro,4,0.008173991574181451
check2hgi,alabama,reg,poi,L1,f1,4,0.0038575639482587576
check2hgi,alabama,reg,poi,L1,f1_weighted,4,0.011972742155194283
check2hgi,alabama,reg,poi,L1,mrr,4,0.0583813302218914
check2hgi,alabama,reg,poi,L1,top3_acc,4,0.060785140842199326
check2hgi,alabama,reg,poi,L1,ndcg_3,4,0.04527687281370163
check2hgi,alabama,reg,poi,L1,top5_acc,4,0.07935837656259537
check2hgi,alabama,reg,poi,L1,ndcg_5,4,0.05285045877099037
check2hgi,alabama,reg,poi,L1,train_acc,4,0.03164949640631676
check2hgi,alabama,reg,poi,L1,test_class_coverage,4,0.9177304964539007
check2hgi,arizona,cat,poi,L0,n_eval,-1,20666.0
check2hgi,arizona,cat,poi,L0,label_coverage,-1,1.0
check2hgi,arizona,cat,poi,L0,knn10_acc,0,0.9765360425737785
check2hgi,arizona,cat,poi,L0,knn10_macro_f1,0,0.9755542983668847
check2hgi,arizona,cat,poi,L0,silhouette,0,0.4459085464477539
check2hgi,arizona,cat,poi,L0,cohesion,0,0.8656521439552307
check2hgi,arizona,cat,poi,L0,centroid_inter_sim,0,0.5427879095077515
check2hgi,arizona,cat,poi,L0,sep_ratio,0,1.5948257667350796
check2hgi,arizona,cat,poi,L1,accuracy,0,0.9775036573410034
check2hgi,arizona,cat,poi,L1,accuracy_macro,0,0.979601263999939
check2hgi,arizona,cat,poi,L1,f1,0,0.9782816767692566
check2hgi,arizona,cat,poi,L1,f1_weighted,0,0.9775140881538391
check2hgi,arizona,cat,poi,L1,mrr,0,0.9886510372161865
check2hgi,arizona,cat,poi,L1,top3_acc,0,0.9997581243515015
check2hgi,arizona,cat,poi,L1,ndcg_3,0,0.9915129542350769
check2hgi,arizona,cat,poi,L1,top5_acc,0,1.0
check2hgi,arizona,cat,poi,L1,ndcg_5,0,0.9916172623634338
check2hgi,arizona,cat,poi,L1,train_acc,0,0.9823512434959412
check2hgi,arizona,cat,poi,L1,test_class_coverage,0,1.0
check2hgi,arizona,cat,poi,L0,knn10_acc,1,0.979191870312122
check2hgi,arizona,cat,poi,L0,knn10_macro_f1,1,0.9788760262471159
check2hgi,arizona,cat,poi,L0,silhouette,1,0.45342782139778137
check2hgi,arizona,cat,poi,L0,cohesion,1,0.8683422207832336
check2hgi,arizona,cat,poi,L0,centroid_inter_sim,1,0.5455595850944519
check2hgi,arizona,cat,poi,L0,sep_ratio,1,1.5916542289929685
check2hgi,arizona,cat,poi,L1,accuracy,1,0.9794338345527649
check2hgi,arizona,cat,poi,L1,accuracy_macro,1,0.981744110584259
check2hgi,arizona,cat,poi,L1,f1,1,0.9808343648910522
check2hgi,arizona,cat,poi,L1,f1_weighted,1,0.9794305562973022
check2hgi,arizona,cat,poi,L1,mrr,1,0.989636242389679
check2hgi,arizona,cat,poi,L1,top3_acc,1,1.0
check2hgi,arizona,cat,poi,L1,ndcg_3,1,0.9923462867736816
check2hgi,arizona,cat,poi,L1,top5_acc,1,1.0
check2hgi,arizona,cat,poi,L1,ndcg_5,1,0.9923462867736816
check2hgi,arizona,cat,poi,L1,train_acc,1,0.9819967150688171
check2hgi,arizona,cat,poi,L1,test_class_coverage,1,1.0
check2hgi,arizona,cat,poi,L0,knn10_acc,2,0.9765303653520445
check2hgi,arizona,cat,poi,L0,knn10_macro_f1,2,0.9724179545625462
check2hgi,arizona,cat,poi,L0,silhouette,2,0.4491528868675232
check2hgi,arizona,cat,poi,L0,cohesion,2,0.8653201460838318
check2hgi,arizona,cat,poi,L0,centroid_inter_sim,2,0.5371507406234741
check2hgi,arizona,cat,poi,L0,sep_ratio,2,1.6109447137305433
check2hgi,arizona,cat,poi,L1,accuracy,2,0.981611430644989
check2hgi,arizona,cat,poi,L1,accuracy_macro,2,0.9789624214172363
check2hgi,arizona,cat,poi,L1,f1,2,0.9787930250167847
check2hgi,arizona,cat,poi,L1,f1_weighted,2,0.981611967086792
check2hgi,arizona,cat,poi,L1,mrr,2,0.990765392780304
check2hgi,arizona,cat,poi,L1,top3_acc,2,1.0
check2hgi,arizona,cat,poi,L1,ndcg_3,2,0.9931816458702087
check2hgi,arizona,cat,poi,L1,top5_acc,2,1.0
check2hgi,arizona,cat,poi,L1,ndcg_5,2,0.9931816458702087
check2hgi,arizona,cat,poi,L1,train_acc,2,0.9812851548194885
check2hgi,arizona,cat,poi,L1,test_class_coverage,2,1.0
check2hgi,arizona,cat,poi,L0,knn10_acc,3,0.9784660053230099
check2hgi,arizona,cat,poi,L0,knn10_macro_f1,3,0.9777306764461209
check2hgi,arizona,cat,poi,L0,silhouette,3,0.4463539123535156
check2hgi,arizona,cat,poi,L0,cohesion,3,0.8649173974990845
check2hgi,arizona,cat,poi,L0,centroid_inter_sim,3,0.5379652976989746
check2hgi,arizona,cat,poi,L0,sep_ratio,3,1.6077568594081697
check2hgi,arizona,cat,poi,L1,accuracy,3,0.9830631613731384
check2hgi,arizona,cat,poi,L1,accuracy_macro,3,0.9857250452041626
check2hgi,arizona,cat,poi,L1,f1,3,0.9840214252471924
