Category,precision,recall,f1-score,support
Community,50.93 ± 2.95,53.05 ± 2.46,51.87 ± 1.02,183980.00 ± 44.72
Entertainment,44.32 ± 2.66,40.25 ± 4.14,42.01 ± 1.67,91120.00 ± 44.72
Food,58.81 ± 1.67,54.57 ± 3.21,56.53 ± 1.05,459840.00 ± 54.77
Nightlife,34.56 ± 3.46,31.95 ± 3.06,33.00 ± 1.15,60160.00 ± 54.77
Outdoors,47.23 ± 2.82,49.19 ± 5.67,47.90 ± 2.01,108240.00 ± 54.77
Shopping,60.38 ± 0.82,64.55 ± 1.43,62.38 ± 0.41,484180.00 ± 44.72
Travel,47.14 ± 3.19,45.33 ± 3.36,46.05 ± 1.18,109720.00 ± 44.72
macro avg,49.05 ± 0.50,48.41 ± 0.70,48.53 ± 0.35,1497240.00 ± 54.77
