Category,precision,recall,f1-score,support
Community,44.93 ± 3.01,63.79 ± 4.11,52.64 ± 2.55,65900.00 ± 0.00
Entertainment,37.86 ± 4.97,49.12 ± 8.04,42.32 ± 4.11,32940.00 ± 54.77
Food,59.68 ± 2.72,36.16 ± 3.30,44.98 ± 2.95,179540.00 ± 54.77
Nightlife,29.67 ± 1.28,52.60 ± 5.27,37.90 ± 2.27,25060.00 ± 54.77
Outdoors,39.50 ± 4.17,59.39 ± 3.75,47.28 ± 3.06,28220.00 ± 44.72
Shopping,58.61 ± 3.77,51.35 ± 1.94,54.70 ± 2.26,138880.00 ± 44.72
Travel,51.64 ± 1.65,65.21 ± 3.82,57.60 ± 1.97,57380.00 ± 44.72
macro avg,45.98 ± 1.54,53.95 ± 2.10,48.20 ± 1.63,527920.00 ± 44.72
