Category,precision,recall,f1-score,support
Community,0.5415,0.7455,0.6273,3144.0000
Entertainment,0.6907,0.7117,0.7010,2771.0000
Food,0.7483,0.6796,0.7123,7860.0000
Nightlife,0.5053,0.7069,0.5893,1409.0000
Outdoors,0.6722,0.7334,0.7015,2217.0000
Shopping,0.8053,0.6991,0.7485,6701.0000
Travel,0.8555,0.8081,0.8311,7732.0000
macro avg,0.6884,0.7263,0.7016,31834.0000
weighted avg,0.7448,0.7292,0.7332,31834.0000
