epoch,grad_cosine_shared,grad_norm_next_region_shared,grad_norm_next_category_shared,loss_ratio_next_region_to_next_category,loss_weight_next_region,loss_weight_next_category,head_alpha,reg_encoder_l2norm,reg_encoder_drift_from_init,reg_encoder_step_drift,cat_encoder_l2norm,cat_encoder_drift_from_init,cat_encoder_step_drift
1,-0.012847,0.589616,1.338279,2.764167,0.250000,0.750000,0.114424,32.136566,3.255000,3.255000,32.024174,1.080852,1.080852
2,0.023028,0.159318,0.127189,3.246307,0.250000,0.750000,0.128906,32.273167,4.666448,1.536209,32.039700,1.546745,0.535649
3,-0.046224,0.019848,0.063901,3.206887,0.250000,0.750000,0.144508,32.382442,5.550680,1.023961,32.054333,1.874517,0.431719
4,0.018745,0.011277,0.066755,3.055621,0.250000,0.750000,0.159829,32.446095,6.027069,0.613855,32.063324,2.065227,0.334765
5,-0.015814,0.006665,0.080158,3.068752,0.250000,0.750000,0.174899,32.482483,6.329059,0.429305,32.069935,2.215911,0.264455
6,0.018738,0.005429,0.061284,3.064618,0.250000,0.750000,0.190633,32.501041,6.531744,0.295423,32.075584,2.341740,0.220432
7,0.018082,0.006779,0.036699,3.039008,0.250000,0.750000,0.207263,32.507488,6.673162,0.266349,32.081646,2.454687,0.222365
8,0.054517,0.009705,0.084523,3.024945,0.250000,0.750000,0.223992,32.505379,6.779713,0.273132,32.087753,2.550787,0.245002
9,-0.070899,0.009707,0.552474,3.026643,0.250000,0.750000,0.239675,32.497658,6.847848,0.215788,32.092537,2.626173,0.306310
10,-0.046104,0.005079,0.193869,3.047395,0.250000,0.750000,0.255285,32.503300,6.894749,0.287708,32.102203,2.718807,0.369802
11,0.027625,0.011600,0.593581,3.094233,0.250000,0.750000,0.270981,32.548103,6.906699,0.572372,32.123016,2.837488,0.486207
12,0.066136,0.037753,0.337741,3.055571,0.250000,0.750000,0.285889,32.637234,6.946150,0.648553,32.156242,2.990636,0.471504
13,0.323548,0.008030,0.430126,3.138253,0.250000,0.750000,0.300752,32.765202,7.022862,0.572567,32.201344,3.154962,0.446677
14,0.196034,0.010909,1.792516,3.072797,0.250000,0.750000,0.314689,32.892906,7.118811,0.511989,32.250404,3.303431,0.386573
15,-0.238931,0.016420,0.844412,3.129078,0.250000,0.750000,0.327806,33.059429,7.266191,0.588727,32.305431,3.448942,0.361554
16,0.120354,0.025028,0.925921,3.190946,0.250000,0.750000,0.341151,33.263233,7.461774,0.671903,32.366402,3.591336,0.409609
17,-0.017011,0.017633,0.394146,3.162909,0.250000,0.750000,0.355388,33.489601,7.709387,0.830730,32.432388,3.741318,0.529311
18,-0.079276,0.019436,1.529009,3.129548,0.250000,0.750000,0.367906,33.683140,7.971992,0.791515,32.490620,3.884500,0.405423
19,-0.106851,0.036127,1.238657,3.203863,0.250000,0.750000,0.380212,33.848061,8.242748,0.854085,32.541637,4.017349,0.377691
20,-0.027248,0.023466,0.576226,3.248950,0.250000,0.750000,0.393251,33.976311,8.490273,0.809304,32.582272,4.139365,0.362340
21,0.114589,0.019523,0.484239,3.291575,0.250000,0.750000,0.407527,34.071407,8.706183,0.732710,32.614140,4.254248,0.371825
22,-0.093670,0.014625,0.302745,3.294111,0.250000,0.750000,0.422610,34.128521,8.869071,0.635012,32.636929,4.356278,0.354132
23,0.005755,0.009703,0.404102,3.315455,0.250000,0.750000,0.438074,34.162182,8.998900,0.650656,32.652931,4.449176,0.341412
24,0.000042,0.015641,0.883940,3.301694,0.250000,0.750000,0.453412,34.180534,9.109065,0.627482,32.664108,4.532626,0.317010
25,-0.041142,0.014721,0.234987,3.290408,0.250000,0.750000,0.468947,34.190952,9.206289,0.578304,32.672123,4.611277,0.326207
26,-0.059678,0.017204,0.221269,3.295918,0.250000,0.750000,0.484679,34.193604,9.294979,0.661100,32.679939,4.693357,0.337697
27,0.006789,0.007027,0.245978,3.303366,0.250000,0.750000,0.500750,34.195721,9.377559,0.541761,32.686779,4.769994,0.353011
28,-0.276147,0.013216,0.218665,3.301021,0.250000,0.750000,0.516822,34.198006,9.461155,0.689822,32.692986,4.848690,0.345614
29,-0.027961,0.007618,0.193351,3.335684,0.250000,0.750000,0.533099,34.201134,9.564219,0.778778,32.700665,4.926834,0.356121
30,0.037429,0.012032,0.285398,3.327425,0.250000,0.750000,0.549853,34.192596,9.670394,0.845654,32.708229,5.005404,0.374590
31,0.027290,0.014681,0.274315,3.337184,0.250000,0.750000,0.566612,34.179672,9.771102,0.874777,32.717201,5.099042,0.473060
32,0.068382,0.002612,0.205173,3.316814,0.250000,0.750000,0.582860,34.172337,9.874924,0.785833,32.730122,5.206202,0.496462
33,0.054621,0.001724,0.290770,3.344709,0.250000,0.750000,0.598644,34.170765,9.977776,0.682575,32.742321,5.314682,0.437896
34,0.374824,0.133691,0.480412,3.396839,0.250000,0.750000,0.613982,34.163033,10.060337,0.584319,32.755276,5.422096,0.506258
35,-0.044385,0.039279,0.467290,3.335674,0.250000,0.750000,0.629293,34.161240,10.137729,0.554115,32.767853,5.529952,0.442745
36,-0.102559,0.033955,0.589161,3.277447,0.250000,0.750000,0.643947,34.155060,10.200343,0.494138,32.780613,5.631322,0.493712
37,0.059834,0.040599,0.344278,3.343298,0.250000,0.750000,0.658367,34.146282,10.251169,0.472569,32.793819,5.735761,0.414732
38,-0.031148,0.613540,0.387234,3.315328,0.250000,0.750000,0.672617,34.135616,10.295345,0.410813,32.806793,5.842409,0.444543
39,0.003897,1.181585,0.299765,3.321741,0.250000,0.750000,0.687052,34.121418,10.331313,0.399283,32.817707,5.928535,0.469134
40,-0.033097,0.030884,0.201876,3.364893,0.250000,0.750000,0.701973,34.104744,10.359189,0.313019,32.829792,6.021184,0.418196
41,0.316361,1.914451,0.348673,3.353264,0.250000,0.750000,0.716394,34.087395,10.380875,0.399594,32.841228,6.110049,0.545625
42,-0.168430,0.035437,0.377767,3.327940,0.250000,0.750000,0.730498,34.077621,10.411036,0.426516,32.854671,6.206465,0.438440
