Category,precision,recall,f1-score,support
Community,0.3620,0.3533,0.3395,437.6000
Entertainment,0.2073,0.1611,0.1546,149.0000
Food,0.4398,0.3202,0.3528,836.4000
Nightlife,0.1631,0.3434,0.2106,87.4000
Outdoors,0.1529,0.2100,0.1718,130.4000
Shopping,0.4030,0.3529,0.3698,641.0000
Travel,0.2067,0.3085,0.2371,153.0000
macro avg,0.2764,0.2928,0.2623,2434.8000
