Category,precision,recall,f1-score,support
Community,50.40 ± 1.37,53.44 ± 1.01,51.86 ± 0.73,183980.00 ± 44.72
Entertainment,42.89 ± 4.03,40.43 ± 5.16,41.24 ± 1.83,91120.00 ± 44.72
Food,59.42 ± 0.80,52.10 ± 3.06,55.47 ± 1.55,459840.00 ± 54.77
Nightlife,36.24 ± 1.42,29.85 ± 3.69,32.59 ± 1.96,60160.00 ± 54.77
Outdoors,46.19 ± 2.28,49.76 ± 4.87,47.71 ± 1.60,108240.00 ± 54.77
Shopping,59.48 ± 1.51,67.01 ± 3.00,62.96 ± 0.62,484180.00 ± 44.72
Travel,48.23 ± 1.78,43.13 ± 2.07,45.49 ± 1.20,109720.00 ± 44.72
macro avg,48.98 ± 0.39,47.96 ± 0.70,48.19 ± 0.42,1497240.00 ± 54.77
