Category,precision,recall,f1-score,support
Community,0.5832,0.7342,0.6501,3145.0000
Entertainment,0.6579,0.7066,0.6814,2771.0000
Food,0.7547,0.6374,0.6911,7859.0000
Nightlife,0.4623,0.6965,0.5557,1410.0000
Outdoors,0.6509,0.7396,0.6924,2216.0000
Shopping,0.7800,0.7131,0.7450,6702.0000
Travel,0.8369,0.8112,0.8239,7732.0000
macro avg,0.6751,0.7198,0.6914,31835.0000
weighted avg,0.7345,0.7208,0.7239,31835.0000
