Category,precision,recall,f1-score,support
Community,0.4231,0.6834,0.5226,439.0000
Entertainment,0.3129,0.5476,0.3983,168.0000
Food,0.5694,0.2739,0.3699,869.0000
Nightlife,0.3510,0.5824,0.4380,91.0000
Outdoors,0.3412,0.4085,0.3718,142.0000
Shopping,0.5386,0.4460,0.4879,657.0000
Travel,0.3750,0.5455,0.4444,176.0000
macro avg,0.4159,0.4982,0.4333,2542.0000
weighted avg,0.4852,0.4445,0.4363,2542.0000
