Category,precision,recall,f1-score,support
Community,52.51 ± 1.35,54.04 ± 2.49,53.23 ± 1.26,428200.00 ± 0.00
Entertainment,44.18 ± 2.43,37.59 ± 2.17,40.54 ± 1.23,187840.00 ± 54.77
Food,60.08 ± 0.91,61.70 ± 2.29,60.85 ± 0.72,1126140.00 ± 54.77
Nightlife,32.81 ± 1.62,28.55 ± 5.44,30.21 ± 3.21,110820.00 ± 44.72
Outdoors,51.11 ± 3.60,52.55 ± 3.20,51.65 ± 0.98,242900.00 ± 0.00
Shopping,59.92 ± 1.19,61.07 ± 1.56,60.47 ± 0.50,1047560.00 ± 54.77
Travel,43.69 ± 3.09,35.36 ± 3.38,38.88 ± 0.81,174160.00 ± 54.77
macro avg,49.19 ± 1.22,47.26 ± 1.01,47.97 ± 0.39,3317620.00 ± 44.72
