Category,precision,recall,f1-score,support
Community,0.5392,0.5087,0.5235,1840.0000
Entertainment,0.4254,0.4189,0.4221,912.0000
Food,0.6060,0.4997,0.5477,4599.0000
Nightlife,0.3185,0.3694,0.3421,601.0000
Outdoors,0.4337,0.5323,0.4780,1082.0000
Shopping,0.5945,0.6699,0.6300,4841.0000
Travel,0.4878,0.4740,0.4808,1097.0000
macro avg,0.4864,0.4961,0.4892,14972.0000
weighted avg,0.5504,0.5462,0.5455,14972.0000
