epoch,loss,accuracy,f1
1,1.4714140726969793,0.4523843139838193,0.21729891945059432
2,1.2503226683689999,0.540339474267217,0.37262716273413193
3,1.182767682809096,0.5472619862938081,0.42454552445551197
4,1.14400553886707,0.5518626633599675,0.4581051263531915
5,1.1248515129089356,0.5531651453716026,0.4611134204386147
6,1.1142206118657039,0.5514236449476542,0.45659999718434424
7,1.1049592311565692,0.5533397066659993,0.4568714156788376
8,1.0999640263043917,0.5532680319742451,0.4517933128616116
9,1.096916706745441,0.5538757603101888,0.4518560817834924
10,1.0941076352046086,0.5541122026105211,0.4525111197791051
11,1.0930027888371394,0.5541744562273305,0.4492535336383174
12,1.0904519686332115,0.5547270243534788,0.4503381710373585
13,1.0907811605013333,0.5539895584312732,0.446788177042675
14,1.0904001052563006,0.555244438253686,0.4507885795530588
15,1.0885145535835854,0.5556824630370013,0.45175539548581395
16,1.08823370383336,0.554747775559082,0.448981767234155
17,1.0894286760917076,0.5543985287666635,0.4476332120824059
18,1.0883853105398325,0.5546143440650172,0.4480469880591856
19,1.0871624653155987,0.5539294622774271,0.4477614970276331
20,1.0871724550540631,0.5556531601818268,0.4485033267026296
21,1.0859298137518076,0.5555223829652245,0.4486191554820341
22,1.0850801742993867,0.5556606722010575,0.44865850634366317
23,1.086317724447984,0.5551405580220453,0.44949246772602924
24,1.0885706388033354,0.554470079254793,0.4466116492600779
25,1.0849540105232827,0.555682587240626,0.4491075467892143
26,1.084568661909837,0.5550234386040322,0.44954133101269356
27,1.083793225655189,0.5557410227460079,0.4484551975029801
28,1.0836977371802696,0.5551779939145743,0.4490177585162575
29,1.0810162745989287,0.5563249269866691,0.4523321022502554
30,1.0798804209782527,0.5571055559685454,0.4506465596562609
31,1.0807424196830162,0.5556534085890763,0.45095877090776176
32,1.078349837890038,0.5567695483624995,0.4517614081627661
33,1.077983126273522,0.5576260427584319,0.45021914840594235
34,1.076868513914255,0.5555963853249093,0.451338534475751
35,1.074320650100708,0.5572083965698454,0.4527656505318975
36,1.0741361232904287,0.5567170884315087,0.4507475119553099
37,1.0738097906112671,0.5566898188356729,0.4523408469271211
38,1.0726784320978018,0.5586394983351194,0.45422434530423866
39,1.0697630075307993,0.5569265095432545,0.454677201719671
40,1.0701864297573382,0.558409077610521,0.45482641551827907
41,1.068114526455219,0.5593237591045856,0.45480158856154823
42,1.0671830580784725,0.5588040175364478,0.4562894171647788
43,1.0639481746233426,0.559285780396215,0.45651797364472274
44,1.065061015349168,0.55807036972567,0.4540540498985716
45,1.0645814217053926,0.5583830960522752,0.4560100540409582
46,1.0641195480640118,0.5593354618461185,0.4562687635037171
47,1.0629828966580905,0.5601728656849122,0.45800190959974085
48,1.0603615540724534,0.5605414514417189,0.4581508686145232
49,1.0600638719705435,0.5600350732635782,0.45902934539644163
50,1.0585559569872343,0.5604868340477649,0.45883461276996534
