epoch,grad_cosine_shared,grad_norm_next_region_shared,grad_norm_next_category_shared,loss_ratio_next_region_to_next_category,loss_weight_next_region,loss_weight_next_category,head_alpha,reg_encoder_l2norm,reg_encoder_drift_from_init,reg_encoder_step_drift,cat_encoder_l2norm,cat_encoder_drift_from_init,cat_encoder_step_drift
1,0.048734,0.926581,1.577297,3.131326,0.250000,0.750000,0.132082,32.311157,4.963335,4.963335,32.073139,1.634051,1.634051
2,0.161739,0.305388,0.241638,3.811617,0.250000,0.750000,0.167737,32.446949,6.215617,1.517124,32.097656,2.219406,0.926753
3,0.009919,0.021511,0.175786,3.867453,0.250000,0.750000,0.205031,32.482735,6.693898,0.851054,32.109402,2.564049,0.750292
4,0.055731,0.009947,0.258280,3.949244,0.250000,0.750000,0.241581,32.494522,6.957234,0.842783,32.123264,2.878571,0.747804
5,-0.027081,0.004792,0.203771,4.006524,0.250000,0.750000,0.278107,32.524929,7.194598,0.984983,32.147533,3.186743,0.838314
6,0.052533,0.002864,0.348818,4.020726,0.250000,0.750000,0.313182,32.591427,7.383758,0.886275,32.188637,3.490651,0.823059
7,0.024459,0.003775,0.352927,4.033335,0.250000,0.750000,0.348259,32.709633,7.517253,0.823412,32.247593,3.784643,0.892148
8,-0.049413,0.007315,0.498690,3.980555,0.250000,0.750000,0.383481,32.830379,7.656063,0.917810,32.306385,4.055473,0.796495
9,0.072446,0.011706,0.568756,3.951301,0.250000,0.750000,0.417812,32.929150,7.800809,0.866407,32.359257,4.297100,0.754257
10,-0.058040,0.014320,0.225867,3.987555,0.250000,0.750000,0.451338,33.067001,7.994211,0.909757,32.416595,4.521078,0.715042
11,-0.015529,0.007657,0.496382,3.985132,0.250000,0.750000,0.485418,33.259117,8.225523,1.023361,32.481155,4.735564,0.723375
12,0.033614,0.012356,0.347811,3.937862,0.250000,0.750000,0.519373,33.384968,8.488998,1.390197,32.530876,4.926139,0.704721
13,0.064634,0.023986,0.253341,3.908630,0.250000,0.750000,0.552861,33.420948,8.726851,1.392985,32.560143,5.109608,0.729137
14,-0.043163,0.015708,0.399973,3.898923,0.250000,0.750000,0.586367,33.410168,8.913994,1.100343,32.581860,5.282629,0.725927
15,-0.014354,0.007058,0.197540,3.861034,0.250000,0.750000,0.620269,33.388691,9.074578,1.137792,32.601006,5.458464,0.764377
16,0.049081,0.013707,0.247284,3.853003,0.250000,0.750000,0.653618,33.358932,9.195620,0.802880,32.620419,5.629388,0.789372
17,-0.047214,0.011000,0.285047,3.839971,0.250000,0.750000,0.686120,33.313854,9.265477,0.694248,32.641125,5.802662,0.792409
18,0.020091,0.009967,0.315120,3.806080,0.250000,0.750000,0.717821,33.270588,9.329713,0.761674,32.662113,5.975556,0.810288
