Category,precision,recall,f1-score,support
Community,56.46 ± 3.63,73.45 ± 2.88,63.76 ± 2.23,314460.00 ± 54.77
Entertainment,69.31 ± 3.30,71.42 ± 1.37,70.31 ± 1.88,277160.00 ± 54.77
Food,77.07 ± 2.53,64.91 ± 1.86,70.45 ± 1.52,785920.00 ± 44.72
Nightlife,45.21 ± 4.67,70.46 ± 3.51,54.86 ± 2.48,140960.00 ± 54.77
Outdoors,66.87 ± 2.10,73.67 ± 3.16,70.07 ± 1.90,221620.00 ± 44.72
Shopping,77.87 ± 3.66,72.11 ± 0.91,74.83 ± 1.51,670180.00 ± 44.72
Travel,85.59 ± 0.30,81.48 ± 1.69,83.48 ± 0.97,773200.00 ± 0.00
macro avg,68.34 ± 1.02,72.50 ± 1.55,69.68 ± 1.08,3183500.00 ± 70.71
