Category,precision,recall,f1-score,support
Community,54.88 ± 2.21,73.29 ± 2.59,62.72 ± 1.54,314460.00 ± 54.77
Entertainment,67.76 ± 1.73,71.10 ± 1.34,69.37 ± 1.07,277160.00 ± 54.77
Food,75.75 ± 0.79,62.88 ± 1.62,68.71 ± 0.95,785920.00 ± 44.72
Nightlife,45.76 ± 3.02,69.71 ± 1.25,55.22 ± 2.62,140960.00 ± 54.77
Outdoors,65.61 ± 2.70,73.54 ± 1.14,69.33 ± 1.73,221620.00 ± 44.72
Shopping,77.04 ± 1.48,69.90 ± 1.36,73.29 ± 1.04,670180.00 ± 44.72
Travel,83.93 ± 0.69,81.10 ± 0.88,82.48 ± 0.22,773200.00 ± 0.00
macro avg,67.25 ± 0.89,71.65 ± 0.81,68.73 ± 0.89,3183500.00 ± 70.71
