Category,precision,recall,f1-score,support
Community,31.85 ± 2.88,34.30 ± 6.41,32.54 ± 2.23,94960.00 ± 2029.29
Entertainment,20.83 ± 5.92,25.01 ± 5.45,21.70 ± 0.96,43860.00 ± 1696.47
Food,43.71 ± 1.96,17.87 ± 2.93,25.23 ± 2.88,188620.00 ± 1487.28
Nightlife,12.32 ± 0.96,33.74 ± 5.79,17.95 ± 1.37,29860.00 ± 550.45
Outdoors,20.09 ± 2.64,36.88 ± 4.94,25.69 ± 0.93,39120.00 ± 1277.50
Shopping,41.13 ± 2.09,37.23 ± 6.55,38.69 ± 2.93,158020.00 ± 2268.70
Travel,38.36 ± 3.35,48.38 ± 2.74,42.70 ± 2.34,59960.00 ± 716.24
macro avg,29.75 ± 0.38,33.34 ± 0.28,29.21 ± 0.38,614400.00 ± 0.00
