Category,precision,recall,f1-score,support
Community,0.5332,0.7004,0.6049,3144.6000
Entertainment,0.6611,0.6960,0.6777,2771.6000
Food,0.7556,0.5871,0.6596,7859.2000
Nightlife,0.3924,0.7029,0.5016,1409.6000
Outdoors,0.6407,0.7080,0.6723,2216.2000
Shopping,0.7420,0.6790,0.7087,6701.8000
Travel,0.8303,0.8057,0.8177,7732.0000
macro avg,0.6508,0.6970,0.6632,31835.0000
