Category,precision,recall,f1-score,support
Community,54.68 ± 3.23,73.16 ± 1.50,62.52 ± 1.93,314460.00 ± 54.77
Entertainment,69.00 ± 1.45,70.27 ± 1.58,69.62 ± 1.09,277160.00 ± 54.77
Food,74.36 ± 1.96,64.29 ± 2.84,68.90 ± 1.09,785920.00 ± 44.72
Nightlife,43.88 ± 3.51,70.40 ± 1.47,54.00 ± 2.76,140960.00 ± 54.77
Outdoors,65.31 ± 3.31,73.13 ± 0.90,68.96 ± 1.96,221620.00 ± 44.72
Shopping,78.04 ± 1.69,68.52 ± 0.63,72.96 ± 0.51,670180.00 ± 44.72
Travel,84.40 ± 0.42,80.14 ± 0.94,82.22 ± 0.58,773200.00 ± 0.00
macro avg,67.10 ± 0.87,71.42 ± 0.70,68.45 ± 0.86,3183500.00 ± 70.71
