Category,precision,recall,f1-score,support
Community,0.4300,0.6753,0.5254,659.0000
Entertainment,0.4964,0.4225,0.4565,329.0000
Food,0.6223,0.4011,0.4878,1795.0000
Nightlife,0.2893,0.4622,0.3558,251.0000
Outdoors,0.4698,0.6064,0.5294,282.0000
Shopping,0.6002,0.5565,0.5775,1389.0000
Travel,0.5093,0.6690,0.5783,574.0000
macro avg,0.4882,0.5418,0.5015,5279.0000
weighted avg,0.5483,0.5206,0.5199,5279.0000
