Category,precision,recall,f1-score,support
Community,56.11 ± 2.30,73.47 ± 3.04,63.59 ± 2.07,314460.00 ± 54.77
Entertainment,69.06 ± 2.13,71.96 ± 1.62,70.45 ± 1.11,277160.00 ± 54.77
Food,76.33 ± 2.08,66.02 ± 1.64,70.78 ± 1.23,785920.00 ± 44.72
Nightlife,47.01 ± 3.84,70.33 ± 2.48,56.23 ± 2.47,140960.00 ± 54.77
Outdoors,67.94 ± 4.11,74.52 ± 1.23,71.03 ± 2.67,221620.00 ± 44.72
Shopping,79.22 ± 2.70,71.37 ± 1.62,75.06 ± 1.24,670180.00 ± 44.72
Travel,85.54 ± 0.36,82.04 ± 1.70,83.75 ± 0.81,773200.00 ± 0.00
macro avg,68.74 ± 1.08,72.82 ± 1.29,70.13 ± 1.06,3183500.00 ± 70.71
