Category,precision,recall,f1-score,support
Community,0.4261,0.6241,0.5065,439.0000
Entertainment,0.4126,0.5476,0.4706,168.0000
Food,0.5425,0.3602,0.4329,869.0000
Nightlife,0.3155,0.6484,0.4245,91.0000
Outdoors,0.3827,0.4366,0.4079,142.0000
Shopping,0.5337,0.4216,0.4711,657.0000
Travel,0.4589,0.6023,0.5209,176.0000
macro avg,0.4389,0.5201,0.4620,2542.0000
weighted avg,0.4887,0.4654,0.4624,2542.0000
