epoch,grad_cosine_shared,grad_norm_next_region_shared,grad_norm_next_category_shared,loss_ratio_next_region_to_next_category,loss_weight_next_region,loss_weight_next_category,head_alpha,reg_encoder_l2norm,reg_encoder_drift_from_init,reg_encoder_step_drift,cat_encoder_l2norm,cat_encoder_drift_from_init,cat_encoder_step_drift
1,-0.008761,0.583720,1.456003,2.694300,0.250000,0.750000,0.114315,32.141266,3.234300,3.234300,32.025505,1.053298,1.053298
2,-0.021152,0.152959,0.276701,3.155804,0.250000,0.750000,0.129126,32.274227,4.624008,1.510003,32.037579,1.492620,0.503359
3,-0.057563,0.041722,0.067436,3.185907,0.250000,0.750000,0.144632,32.374813,5.464749,0.941250,32.046196,1.775353,0.350560
4,-0.050802,0.021084,0.053061,3.160073,0.250000,0.750000,0.160860,32.446121,6.029746,0.753238,32.052021,1.985952,0.326758
5,-0.280685,0.040781,7.225352,2.983936,0.250000,0.750000,0.175979,32.477535,6.306683,0.570133,32.054623,2.105495,0.312261
6,0.017418,0.009944,0.197693,3.027723,0.250000,0.750000,0.191164,32.492924,6.508019,0.331652,32.057999,2.221824,0.243476
7,0.004757,0.010575,0.100843,3.064133,0.250000,0.750000,0.207151,32.494755,6.650351,0.250724,32.063828,2.344790,0.280240
8,-0.111090,0.042963,0.141992,3.093661,0.250000,0.750000,0.224057,32.490364,6.748255,0.205139,32.069798,2.466191,0.307027
9,0.180811,0.011128,0.086939,3.039425,0.250000,0.750000,0.240816,32.479439,6.812039,0.159158,32.075195,2.578573,0.353035
10,-0.043709,0.141204,0.098133,3.064691,0.250000,0.750000,0.257064,32.462029,6.863983,0.225787,32.085033,2.721618,0.414581
11,-0.046123,0.004048,0.300379,3.141017,0.250000,0.750000,0.273196,32.450508,6.888367,0.145775,32.099033,2.875633,0.506150
12,0.204882,0.003933,0.978391,3.137763,0.250000,0.750000,0.288945,32.454239,6.890527,0.259107,32.117458,3.024256,0.489495
13,-0.032210,0.003889,0.175510,3.236504,0.250000,0.750000,0.304990,32.506535,6.898433,0.524810,32.146915,3.184277,0.543645
14,-0.028168,0.004294,0.518820,3.271424,0.250000,0.750000,0.321245,32.606373,6.932509,0.573031,32.190041,3.366815,0.575022
15,0.057236,0.005379,0.829394,3.150299,0.250000,0.750000,0.335990,32.720802,6.989503,0.462010,32.239532,3.553204,0.468383
16,-0.036316,0.007026,0.558755,3.239701,0.250000,0.750000,0.349797,32.870815,7.089952,0.525902,32.297279,3.728946,0.436942
17,-0.059473,0.022296,0.881810,3.231926,0.250000,0.750000,0.363280,33.046085,7.219611,0.578371,32.358463,3.894126,0.432303
18,-0.024355,0.006485,0.438663,3.222614,0.250000,0.750000,0.376503,33.260254,7.417321,0.662995,32.425270,4.058288,0.440436
19,-0.025939,0.008219,1.349589,3.237670,0.250000,0.750000,0.388677,33.478050,7.642934,0.636794,32.490097,4.204952,0.390346
20,-0.010356,0.005733,0.883937,3.229053,0.250000,0.750000,0.401027,33.701740,7.907672,0.662354,32.554111,4.353858,0.395026
