Category,precision,recall,f1-score,support
Community,0.4423,0.6720,0.5335,439.0000
Entertainment,0.3473,0.5417,0.4233,168.0000
Food,0.5557,0.4246,0.4814,869.0000
Nightlife,0.3984,0.5385,0.4579,91.0000
Outdoors,0.3840,0.3380,0.3596,142.0000
Shopping,0.5750,0.4490,0.5043,657.0000
Travel,0.4521,0.4830,0.4670,176.0000
macro avg,0.4507,0.4924,0.4610,2542.0000
weighted avg,0.5050,0.4847,0.4838,2542.0000
