Category,precision,recall,f1-score,support
Community,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,43860.00 ± 54.77
Entertainment,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,16740.00 ± 54.77
Food,34.16 ± 0.22,89.02 ± 1.01,49.37 ± 0.37,86900.00 ± 0.00
Nightlife,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,9060.00 ± 54.77
Outdoors,5.49 ± 5.65,2.11 ± 1.98,2.93 ± 2.69,14240.00 ± 54.77
Shopping,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,65760.00 ± 54.77
Travel,19.54 ± 1.41,26.78 ± 5.21,22.51 ± 2.81,17620.00 ± 44.72
macro avg,8.46 ± 0.71,16.84 ± 0.50,10.69 ± 0.22,254180.00 ± 44.72
