Category,precision,recall,f1-score,support
Community,29.71 ± 2.23,40.65 ± 3.85,34.16 ± 0.95,312760.00 ± 54.77
Entertainment,29.94 ± 6.23,21.45 ± 5.79,23.91 ± 2.70,250560.00 ± 54.77
Food,39.85 ± 1.10,22.51 ± 3.00,28.65 ± 2.31,772140.00 ± 54.77
Nightlife,16.75 ± 1.44,30.78 ± 3.93,21.53 ± 0.68,136320.00 ± 44.72
Outdoors,19.68 ± 1.57,22.84 ± 3.76,20.92 ± 0.94,217680.00 ± 44.72
Shopping,42.37 ± 0.78,43.93 ± 2.13,43.10 ± 0.76,665680.00 ± 44.72
Travel,60.77 ± 1.32,68.31 ± 3.16,64.27 ± 0.84,737660.00 ± 54.77
macro avg,34.15 ± 0.67,35.78 ± 0.44,33.79 ± 0.38,3092800.00 ± 0.00
