Category,precision,recall,f1-score,support
Community,34.33 ± 1.29,40.91 ± 4.44,37.19 ± 1.59,43760.00 ± 54.77
Entertainment,22.58 ± 6.08,13.96 ± 2.62,16.66 ± 1.13,14900.00 ± 0.00
Food,45.67 ± 2.17,29.29 ± 8.16,35.07 ± 4.78,83640.00 ± 54.77
Nightlife,14.26 ± 3.68,30.36 ± 15.95,17.87 ± 3.82,8740.00 ± 54.77
Outdoors,15.66 ± 3.03,20.86 ± 9.32,16.50 ± 3.11,13040.00 ± 54.77
Shopping,38.60 ± 1.70,36.66 ± 10.29,36.90 ± 6.10,64100.00 ± 0.00
Travel,21.38 ± 3.63,35.82 ± 9.32,26.27 ± 4.75,15300.00 ± 0.00
macro avg,27.50 ± 1.02,29.69 ± 1.83,26.64 ± 0.73,243480.00 ± 44.72
