Category,precision,recall,f1-score,support
Community,54.13 ± 1.40,61.18 ± 3.18,57.37 ± 0.69,582880.00 ± 44.72
Entertainment,48.70 ± 1.03,44.88 ± 1.34,46.69 ± 0.46,242000.00 ± 0.00
Food,55.74 ± 0.94,52.98 ± 1.16,54.31 ± 0.42,759420.00 ± 44.72
Nightlife,35.96 ± 0.84,33.13 ± 2.43,34.44 ± 1.21,99120.00 ± 44.72
Outdoors,47.71 ± 1.38,44.53 ± 3.35,45.99 ± 1.70,228000.00 ± 0.00
Shopping,61.74 ± 0.47,63.69 ± 0.67,62.70 ± 0.29,1021060.00 ± 54.77
Travel,44.24 ± 3.90,35.93 ± 3.84,39.37 ± 1.29,171680.00 ± 44.72
macro avg,49.75 ± 0.45,48.04 ± 0.69,48.69 ± 0.44,3104160.00 ± 54.77
