Category,precision,recall,f1-score,support
Community,0.4457,0.6073,0.5117,659.0000
Entertainment,0.3680,0.4918,0.4146,329.4000
Food,0.5901,0.4375,0.4947,1795.4000
Nightlife,0.3334,0.4837,0.3879,250.6000
Outdoors,0.4540,0.5194,0.4774,282.2000
Shopping,0.5945,0.5071,0.5462,1388.8000
Travel,0.5193,0.6170,0.5625,573.8000
macro avg,0.4721,0.5234,0.4850,5279.2000
