Category,precision,recall,f1-score,support
Community,30.06 ± 2.27,47.06 ± 2.96,36.57 ± 0.99,314460.00 ± 54.77
Entertainment,30.84 ± 4.00,27.15 ± 4.39,28.41 ± 1.39,277160.00 ± 54.77
Food,40.92 ± 2.26,21.14 ± 1.31,27.86 ± 1.39,785920.00 ± 44.72
Nightlife,16.65 ± 2.57,37.56 ± 6.96,22.66 ± 1.48,140960.00 ± 54.77
Outdoors,18.91 ± 1.63,27.67 ± 5.09,22.22 ± 1.25,221620.00 ± 44.72
Shopping,44.23 ± 1.14,36.64 ± 5.31,39.88 ± 2.87,670180.00 ± 44.72
Travel,62.43 ± 1.58,65.63 ± 4.15,63.89 ± 1.29,773200.00 ± 0.00
macro avg,34.86 ± 0.45,37.55 ± 0.44,34.50 ± 0.98,3183500.00 ± 70.71
