Category,precision,recall,f1-score,support
Community,45.58 ± 2.57,60.55 ± 5.40,51.90 ± 2.74,65900.00 ± 0.00
Entertainment,44.19 ± 8.60,45.84 ± 5.91,44.26 ± 4.47,32940.00 ± 54.77
Food,57.19 ± 1.64,41.04 ± 9.94,47.27 ± 7.06,179540.00 ± 54.77
Nightlife,32.32 ± 5.26,47.41 ± 10.14,37.50 ± 2.42,25060.00 ± 54.77
Outdoors,43.44 ± 8.01,55.06 ± 5.85,47.79 ± 3.19,28220.00 ± 44.72
Shopping,58.31 ± 3.63,51.10 ± 5.37,54.27 ± 3.28,138880.00 ± 44.72
Travel,48.50 ± 2.47,65.63 ± 2.73,55.72 ± 1.67,57380.00 ± 44.72
macro avg,47.07 ± 2.60,52.37 ± 1.09,48.39 ± 1.73,527920.00 ± 44.72
