Category,precision,recall,f1-score,support
Community,0.2871,0.4590,0.3532,658.0000
Entertainment,0.1421,0.1581,0.1496,329.0000
Food,0.4462,0.2080,0.2838,1716.0000
Nightlife,0.1171,0.2083,0.1499,240.0000
Outdoors,0.2255,0.3307,0.2682,251.0000
Shopping,0.3950,0.3760,0.3853,1351.0000
Travel,0.3454,0.5254,0.4168,472.0000
macro avg,0.2798,0.3236,0.2867,5017.0000
weighted avg,0.3554,0.3189,0.3168,5017.0000
