Category,precision,recall,f1-score,support
Community,53.99 ± 2.43,72.87 ± 1.46,62.00 ± 1.78,314460.00 ± 54.77
Entertainment,66.87 ± 1.52,70.36 ± 0.49,68.57 ± 0.96,277160.00 ± 54.77
Food,75.88 ± 0.80,60.03 ± 2.58,67.01 ± 1.58,785920.00 ± 44.72
Nightlife,40.87 ± 2.91,73.04 ± 1.56,52.37 ± 2.52,140960.00 ± 54.77
Outdoors,65.70 ± 2.70,72.68 ± 1.04,69.00 ± 1.91,221620.00 ± 44.72
Shopping,76.38 ± 0.82,69.56 ± 1.57,72.80 ± 1.02,670180.00 ± 44.72
Travel,83.54 ± 0.52,79.55 ± 0.79,81.49 ± 0.28,773200.00 ± 0.00
macro avg,66.18 ± 1.03,71.16 ± 0.86,67.61 ± 1.05,3183500.00 ± 70.71
