Category,precision,recall,f1-score,support
Community,0.5469,0.7548,0.6343,3145.0000
Entertainment,0.6765,0.6987,0.6874,2771.0000
Food,0.7550,0.6333,0.6888,7859.0000
Nightlife,0.4139,0.7199,0.5256,1410.0000
Outdoors,0.6704,0.7342,0.7008,2216.0000
Shopping,0.7945,0.6932,0.7404,6702.0000
Travel,0.8479,0.8020,0.8243,7732.0000
macro avg,0.6722,0.7194,0.6859,31835.0000
weighted avg,0.7375,0.7154,0.7207,31835.0000
