epoch,grad_cosine_shared,grad_norm_next_region_shared,grad_norm_next_category_shared,loss_ratio_next_region_to_next_category,head_alpha,reg_encoder_l2norm,reg_encoder_drift_from_init,reg_encoder_step_drift,cat_encoder_l2norm,cat_encoder_drift_from_init,cat_encoder_step_drift
1,0.025676,0.784762,1.093299,4.370906,0.193405,32.468567,6.818810,6.818810,32.103092,3.056000,3.056000
2,0.061601,0.246806,0.367634,5.404889,0.285601,33.080219,9.715054,6.361601,32.227062,4.578964,2.807558
3,-0.043721,0.005719,0.196402,5.805234,0.378733,32.896450,10.080302,3.001116,32.383884,5.737275,2.615736
4,-0.020834,0.005205,0.258450,5.959319,0.471712,32.610367,10.073191,0.370747,32.558697,6.843038,2.881209
5,-0.016666,0.002564,0.143095,5.961765,0.563962,32.310337,10.015102,0.311918,32.688187,7.590227,2.338706
6,-0.001471,0.007948,0.189960,5.859518,0.655233,32.014748,9.970518,0.376448,32.742989,8.105668,1.872823
7,0.000860,0.012781,0.141990,5.732882,0.745326,31.725225,9.937607,0.375661,32.782879,8.534640,1.714429
8,0.004245,0.022619,0.174499,5.575087,0.834045,31.454727,9.913375,0.416403,32.820793,8.930124,1.654055
9,0.007909,0.010722,0.145828,5.405790,0.921209,31.189554,9.893097,0.385393,32.847305,9.264881,1.682991
10,0.004706,0.014690,0.197082,5.212643,1.006621,30.923908,9.876895,0.348896,32.892063,9.661958,1.799327
11,-0.006575,0.002602,0.178024,5.099871,1.090145,30.661528,9.867772,0.266827,32.903664,9.941011,1.522368
12,0.000253,0.002851,0.150441,4.944041,1.171544,30.408115,9.866554,0.260396,32.919884,10.224560,1.497554
13,0.002859,0.003173,0.130360,4.884557,1.250542,30.164377,9.870476,0.246256,32.930599,10.476383,1.464649
14,0.008392,0.003246,0.168902,4.782192,1.326613,29.928617,9.880646,0.265590,32.953846,10.734769,1.435893
15,-0.001001,0.001881,0.125958,4.749621,1.395351,29.703247,9.894073,0.233839,32.956402,10.952235,1.376579
16,-0.013818,0.006039,0.140445,4.721594,1.448359,29.495209,9.936959,0.571094,32.967056,11.173706,1.383191
17,-0.006624,0.001830,0.134590,4.723839,1.488222,29.283796,9.960609,0.221480,32.965919,11.340199,1.287300
18,-0.001206,0.000939,0.144661,4.725822,1.520795,29.083342,9.986150,0.205134,32.977863,11.535844,1.302200
19,-0.000627,0.001472,0.133273,4.745766,1.545743,28.891630,10.015014,0.197517,32.973743,11.701550,1.352558
20,-0.001806,0.001262,0.144117,4.737782,1.564390,28.709158,10.045639,0.183250,32.987789,11.888388,1.577186
