Category,precision,recall,f1-score,support
Community,27.38 ± 1.68,39.63 ± 5.47,32.14 ± 0.89,420280.00 ± 4773.05
Entertainment,19.17 ± 1.56,19.95 ± 2.74,19.38 ± 0.94,248460.00 ± 3428.26
Food,45.37 ± 1.05,21.66 ± 2.01,29.26 ± 1.67,1148480.00 ± 3838.88
Nightlife,12.58 ± 0.57,33.45 ± 3.10,18.24 ± 0.53,168980.00 ± 1329.29
Outdoors,22.83 ± 2.34,28.27 ± 3.75,25.01 ± 0.81,265560.00 ± 4391.81
Shopping,40.08 ± 1.52,37.42 ± 5.83,38.41 ± 2.64,802740.00 ± 3275.36
Travel,42.18 ± 2.48,50.90 ± 1.97,46.05 ± 0.84,427100.00 ± 3693.24
macro avg,29.94 ± 0.32,33.04 ± 0.22,29.78 ± 0.29,3481600.00 ± 0.00
