epoch,grad_cosine_shared,grad_norm_next_region_shared,grad_norm_next_category_shared,loss_ratio_next_region_to_next_category,head_alpha,reg_encoder_l2norm,reg_encoder_drift_from_init,reg_encoder_step_drift,cat_encoder_l2norm,cat_encoder_drift_from_init,cat_encoder_step_drift
1,0.008407,0.990669,1.545786,4.550775,0.193487,32.374279,6.410289,6.410289,32.118118,3.166918,3.166918
2,-0.002523,0.088107,0.181531,5.628449,0.286862,32.097950,6.486205,0.757642,32.228348,4.690718,2.862887
3,0.001883,0.007027,0.270833,5.997895,0.379967,31.903381,6.721714,2.206636,32.345947,5.815176,2.567369
4,-0.133221,0.007129,0.249964,6.214333,0.472582,31.624952,6.758357,0.619842,32.430817,6.743721,2.327148
5,-0.000604,0.015771,0.224698,6.189326,0.564566,31.422449,7.038109,2.104736,32.482845,7.395088,2.029552
6,-0.080185,0.002746,0.140272,6.089178,0.655634,31.140287,7.083155,0.477990,32.527824,7.924234,1.967330
7,-0.003663,0.004109,0.174994,5.877777,0.745557,30.862474,7.103045,0.439458,32.566090,8.394490,1.809761
8,0.022714,0.034192,0.173689,5.679376,0.834127,30.615826,7.224433,1.146244,32.580215,8.765316,1.621983
9,0.006272,0.018128,0.113123,5.550639,0.921180,30.380039,7.397236,1.169996,32.597145,9.123435,1.643655
10,-0.007199,0.040880,0.195549,5.366512,1.006493,30.192862,7.753885,1.654191,32.615730,9.448439,1.559364
11,0.000139,0.017959,0.153558,5.199913,1.089901,30.036985,8.159831,2.273989,32.632744,9.753922,1.585822
12,-0.024785,0.017070,0.179057,5.094691,1.171253,29.809877,8.260191,0.848352,32.647842,10.034622,1.498458
13,0.005266,0.008146,0.146535,4.965051,1.250217,29.573065,8.311338,0.835595,32.663033,10.311894,1.511407
14,-0.011082,0.052802,0.150777,4.911586,1.325868,29.363956,8.436638,0.972707,32.672699,10.558562,1.410196
15,-0.005348,0.013006,0.132526,4.891498,1.393346,29.167902,8.550913,1.005933,32.678776,10.790806,1.367118
16,0.053252,0.003481,0.153866,4.855649,1.447292,28.985506,8.707237,1.003469,32.685356,11.001870,1.358100
17,-0.028940,0.003845,0.130517,4.858005,1.486376,28.799885,8.813890,0.936340,32.686516,11.193986,1.299454
18,-0.009563,0.011942,0.125524,4.857234,1.518847,28.603695,8.887252,0.473600,32.688934,11.390427,1.285833
19,0.015150,0.005429,0.128948,4.915797,1.543164,28.472816,9.154820,1.504544,32.686989,11.548071,1.187553
20,-0.009299,0.003318,0.130914,4.909581,1.562291,28.304792,9.248576,0.901422,32.686455,11.703445,1.190921
21,-0.013977,0.005527,0.146530,4.944592,1.578003,28.145044,9.327739,0.860790,32.684490,11.844004,1.126410
22,0.019414,0.002723,0.133866,4.957617,1.592563,27.983784,9.370778,0.205759,32.676048,11.968008,1.086240
23,0.015879,0.001279,0.199856,4.989390,1.603661,27.832455,9.420748,0.221353,32.675842,12.091680,1.068053
24,0.001262,0.003142,0.127012,4.991855,1.612543,27.692070,9.469541,0.243699,32.672832,12.204772,1.039501
25,-0.000594,0.005249,0.151922,5.113036,1.621222,27.575935,9.527517,1.172452,32.660831,12.284698,0.961339
26,0.002560,0.008377,0.108689,5.114335,1.627368,27.452641,9.571115,0.240317,32.653133,12.378173,0.958849
27,-0.000550,0.015114,0.134373,5.169591,1.632751,27.335966,9.607427,0.138342,32.642212,12.454241,0.874402
28,-0.011610,0.001316,0.128942,5.192942,1.638110,27.228966,9.658783,0.310056,32.630394,12.517459,0.804570
29,-0.021653,0.006791,0.115300,5.222315,1.642579,27.160831,9.787636,1.196677,32.619617,12.577610,0.791253
30,-0.053605,0.005491,0.108527,5.264229,1.646606,27.070694,9.823533,0.140970,32.608418,12.630672,0.717784
31,0.000326,0.002194,0.127783,5.318379,1.649814,27.043074,9.922283,1.589263,32.599579,12.676526,0.689874
32,-0.014774,0.001739,0.118992,5.372597,1.652856,26.967953,9.958646,0.101501,32.588993,12.717758,0.666434
33,0.000036,0.001462,0.115244,5.412356,1.655568,26.897364,9.984179,0.081650,32.578251,12.750756,0.610621
34,-0.001866,0.009177,0.132245,5.453897,1.658594,26.833960,10.008549,0.081574,32.566036,12.775907,0.494155
35,-0.000902,0.002597,0.113716,5.493563,1.660698,26.780186,10.027233,0.115478,32.554237,12.796366,0.431772
36,0.033096,0.004546,0.121140,5.543061,1.662641,26.733595,10.061968,0.395541,32.543777,12.814599,0.387965
37,0.001231,0.005317,0.116561,5.550324,1.663725,26.690647,10.080145,0.088482,32.533020,12.828770,0.344346
38,0.004556,0.004017,0.102455,5.610269,1.665071,26.653454,10.095850,0.096886,32.523808,12.840446,0.308412
