Category,precision,recall,f1-score,support
Community,54.92 ± 2.20,75.07 ± 2.91,63.41 ± 2.11,314460.00 ± 54.77
Entertainment,69.04 ± 2.53,72.02 ± 1.57,70.46 ± 0.98,277160.00 ± 54.77
Food,76.08 ± 2.03,66.03 ± 1.33,70.69 ± 1.37,785920.00 ± 44.72
Nightlife,48.27 ± 3.86,69.31 ± 2.69,56.78 ± 2.17,140960.00 ± 54.77
Outdoors,68.62 ± 3.66,73.97 ± 1.42,71.18 ± 2.54,221620.00 ± 44.72
Shopping,79.45 ± 2.42,70.53 ± 1.49,74.71 ± 1.59,670180.00 ± 44.72
Travel,85.32 ± 0.41,81.99 ± 1.14,83.61 ± 0.44,773200.00 ± 0.00
macro avg,68.81 ± 1.22,72.70 ± 1.37,70.12 ± 1.18,3183500.00 ± 70.71
