Category,precision,recall,f1-score,support
Community,30.19 ± 2.45,36.49 ± 5.02,32.73 ± 0.86,136300.00 ± 0.00
Entertainment,20.52 ± 1.77,23.51 ± 1.71,21.88 ± 1.45,60820.00 ± 44.72
Food,41.43 ± 1.87,23.81 ± 3.91,30.00 ± 2.60,270300.00 ± 0.00
Nightlife,14.33 ± 1.88,24.86 ± 5.69,17.74 ± 0.69,42560.00 ± 54.77
Outdoors,24.26 ± 3.34,29.66 ± 7.17,25.93 ± 2.10,55160.00 ± 54.77
Shopping,40.93 ± 1.17,37.97 ± 5.49,39.18 ± 2.64,225420.00 ± 44.72
Travel,35.19 ± 4.59,51.22 ± 4.27,41.39 ± 2.32,84700.00 ± 0.00
macro avg,29.55 ± 0.37,32.50 ± 0.89,29.84 ± 0.52,875260.00 ± 54.77
