Category,precision,recall,f1-score,support
Community,0.4906,0.5569,0.5217,659.0000
Entertainment,0.3678,0.5076,0.4266,329.0000
Food,0.5998,0.3382,0.4325,1795.0000
Nightlife,0.2083,0.5578,0.3034,251.0000
Outdoors,0.4265,0.6383,0.5114,282.0000
Shopping,0.5823,0.5349,0.5576,1389.0000
Travel,0.5338,0.6463,0.5847,574.0000
macro avg,0.4585,0.5400,0.4768,5279.0000
weighted avg,0.5321,0.4878,0.4908,5279.0000
