epoch,grad_cosine_shared,grad_norm_next_region_shared,grad_norm_next_category_shared,loss_ratio_next_region_to_next_category,loss_weight_next_region,loss_weight_next_category,head_alpha,reg_encoder_l2norm,reg_encoder_drift_from_init,reg_encoder_step_drift,cat_encoder_l2norm,cat_encoder_drift_from_init,cat_encoder_step_drift
1,0.003086,0.710975,2.009389,3.256049,0.250000,0.750000,0.132511,32.301064,4.833286,4.833286,32.060944,1.665554,1.665554
2,0.097420,0.044651,0.536108,3.716648,0.250000,0.750000,0.167212,32.423752,5.990451,1.401074,32.090828,2.253752,0.967902
3,-0.015788,0.004628,0.122922,3.827593,0.250000,0.750000,0.203679,32.480148,6.447600,0.939219,32.109249,2.583515,0.739387
4,0.013143,0.002876,0.261520,3.904411,0.250000,0.750000,0.239975,32.587223,6.737473,0.879086,32.144619,2.892245,0.784188
5,-0.011538,0.003300,0.348329,3.960597,0.250000,0.750000,0.275477,32.830940,6.959634,0.948674,32.221680,3.234876,0.899005
6,-0.023998,0.052388,0.441391,3.887169,0.250000,0.750000,0.308594,33.190628,7.254693,1.142306,32.328709,3.594492,1.078531
7,0.051874,0.004083,0.859902,3.802283,0.250000,0.750000,0.338685,33.546036,7.659586,1.237882,32.427738,3.896581,0.700029
8,0.084373,0.004840,0.791267,3.848676,0.250000,0.750000,0.369587,33.857758,8.119950,1.297481,32.508118,4.117682,0.569187
9,-0.084453,0.003953,0.695271,3.847119,0.250000,0.750000,0.401252,34.054848,8.526500,1.360685,32.558228,4.286469,0.512717
10,-0.019818,0.003913,0.353091,3.831483,0.250000,0.750000,0.435066,34.126980,8.829766,1.455642,32.579521,4.417869,0.515191
11,-0.052680,0.005338,0.248772,3.834822,0.250000,0.750000,0.470054,34.140026,9.032848,1.082896,32.591381,4.543326,0.553588
12,-0.003797,0.006832,0.252391,3.752196,0.250000,0.750000,0.504944,34.124477,9.163249,0.936163,32.596729,4.666984,0.565360
13,-0.023239,0.009082,0.261980,3.729494,0.250000,0.750000,0.539548,34.100224,9.265026,0.873059,32.603584,4.801559,0.614515
14,0.004476,0.027161,0.233904,3.715048,0.250000,0.750000,0.574596,34.068947,9.340069,0.753459,32.610069,4.945389,0.604847
15,-0.049690,0.042643,0.244501,3.667000,0.250000,0.750000,0.609186,34.040100,9.424110,0.874818,32.619205,5.092386,0.623166
16,-0.055587,0.042818,0.180844,3.615836,0.250000,0.750000,0.643219,34.004078,9.489992,0.758267,32.631142,5.250329,0.645141
17,-0.012423,0.028413,0.173147,3.591865,0.250000,0.750000,0.676911,33.976860,9.559010,0.701591,32.642979,5.396822,0.629501
18,-0.039678,0.016590,0.305703,3.588059,0.250000,0.750000,0.710558,33.947735,9.618106,0.779185,32.655716,5.539880,0.686722
19,-0.028168,0.030304,0.232336,3.483371,0.250000,0.750000,0.743440,33.909058,9.692207,0.961733,32.670433,5.695312,0.682549
20,0.002705,0.039503,0.227309,3.493715,0.250000,0.750000,0.775502,33.868484,9.757815,0.826694,32.687328,5.864256,0.752368
21,0.049065,0.010154,0.275343,3.498962,0.250000,0.750000,0.806765,33.835140,9.836596,0.902118,32.705441,6.026218,0.716516
22,-0.008826,0.011445,0.244961,3.466352,0.250000,0.750000,0.837507,33.806271,9.921273,0.917986,32.726654,6.186268,0.725389
23,0.037283,0.010952,0.209007,3.499919,0.250000,0.750000,0.866837,33.775021,10.003284,0.833621,32.747219,6.347626,0.739564
24,-0.023054,0.008023,0.303279,3.467164,0.250000,0.750000,0.894722,33.742008,10.077774,0.840850,32.767796,6.504201,0.741318
25,-0.072097,0.007298,0.272643,3.472350,0.250000,0.750000,0.921455,33.751503,10.304068,1.663051,32.790161,6.660509,0.728611
26,0.014486,0.004925,0.311064,3.475781,0.250000,0.750000,0.946623,33.735905,10.437855,0.756810,32.812706,6.824523,0.719059
27,0.046944,0.007435,0.230784,3.516548,0.250000,0.750000,0.971638,33.698051,10.513009,0.776738,32.835804,6.989881,0.775621
28,-0.018955,0.005477,0.252047,3.558044,0.250000,0.750000,0.996114,33.657993,10.569427,0.791246,32.860394,7.153229,0.796872
29,-0.107045,0.009494,0.247586,3.642135,0.250000,0.750000,1.018967,33.610111,10.617891,0.823952,32.883808,7.308641,0.768026
30,0.011095,0.004954,0.235246,3.662412,0.250000,0.750000,1.041410,33.567257,10.670043,0.703243,32.908337,7.466012,0.786827
31,0.009928,0.006123,0.335586,3.762026,0.250000,0.750000,1.063207,33.518593,10.727638,0.792697,32.933533,7.623635,0.802532
32,0.002994,0.016447,0.306556,3.844429,0.250000,0.750000,1.083913,33.467628,10.795791,1.052255,32.959110,7.770670,0.764460
33,0.076812,0.011700,0.261511,3.984592,0.250000,0.750000,1.104045,33.420170,10.857329,0.849833,32.984146,7.920215,0.777694
34,0.001161,0.003483,0.296570,4.038529,0.250000,0.750000,1.123289,33.362968,10.897016,0.704932,33.006760,8.056715,0.758803
35,0.072590,0.006232,0.302122,4.195833,0.250000,0.750000,1.141854,33.306206,10.930700,0.633919,33.028793,8.188306,0.781705
36,-0.025007,0.004355,0.303246,4.376955,0.250000,0.750000,1.159675,33.243027,10.952297,0.540500,33.049061,8.309811,0.745932
37,0.009646,0.002696,0.306713,4.510446,0.250000,0.750000,1.176933,33.196598,10.986297,0.669174,33.070370,8.436429,0.749471
38,0.006552,0.005077,0.317999,4.594336,0.250000,0.750000,1.193410,33.153019,11.029708,0.597296,33.094337,8.560905,0.742599
39,0.003906,0.007916,0.301881,4.816441,0.250000,0.750000,1.209642,33.093143,11.050727,0.678581,33.114883,8.681335,0.734767
40,0.003560,0.005104,0.325988,5.071012,0.250000,0.750000,1.225193,33.042130,11.075529,0.595906,33.134655,8.798003,0.739511
41,-0.043740,0.003657,0.228018,5.198706,0.250000,0.750000,1.239779,32.978912,11.095980,0.571337,33.152725,8.907114,0.713486
42,-0.021227,0.002684,0.257272,5.448241,0.250000,0.750000,1.253861,32.927090,11.126930,0.770029,33.171974,9.023848,0.730681
43,0.013341,0.004848,0.243729,5.570435,0.250000,0.750000,1.267507,32.878899,11.156118,0.546283,33.189247,9.128003,0.702581
44,0.015529,0.002247,0.265883,5.699663,0.250000,0.750000,1.280227,32.820889,11.170342,0.403694,33.202194,9.226019,0.710598
45,-0.001130,0.001657,0.247585,5.890807,0.250000,0.750000,1.292840,32.762852,11.186646,0.515401,33.218002,9.324267,0.696409
46,-0.010066,0.000737,0.253801,6.284716,0.250000,0.750000,1.305109,32.705956,11.199576,0.437719,33.230900,9.414817,0.677090
47,-0.034886,0.001964,0.271514,6.451237,0.250000,0.750000,1.317075,32.647491,11.207721,0.420372,33.244198,9.502236,0.683065
48,-0.019358,0.001711,0.233234,6.717588,0.250000,0.750000,1.328862,32.595341,11.210402,0.392824,33.257339,9.587928,0.663147
49,-0.003368,0.001305,0.314580,6.995394,0.250000,0.750000,1.339763,32.538750,11.215377,0.331091,33.268314,9.671263,0.694793
50,0.025098,0.002615,0.244986,7.212255,0.250000,0.750000,1.350337,32.480789,11.226213,0.585974,33.279106,9.750170,0.696256
