Category,precision,recall,f1-score,support
Community,45.68 ± 2.12,60.21 ± 6.62,51.77 ± 1.94,65900.00 ± 0.00
Entertainment,41.97 ± 6.26,48.03 ± 6.19,44.26 ± 3.45,32940.00 ± 54.77
Food,57.81 ± 0.90,37.71 ± 6.92,45.39 ± 5.24,179540.00 ± 54.77
Nightlife,28.96 ± 4.51,53.24 ± 9.42,36.75 ± 1.26,25060.00 ± 54.77
Outdoors,41.57 ± 4.61,57.83 ± 6.67,47.94 ± 2.05,28220.00 ± 44.72
Shopping,58.19 ± 2.87,49.60 ± 4.65,53.40 ± 2.76,138880.00 ± 44.72
Travel,48.51 ± 3.48,66.23 ± 1.90,55.93 ± 2.50,57380.00 ± 44.72
macro avg,46.10 ± 1.78,53.26 ± 2.01,47.92 ± 1.43,527920.00 ± 44.72
