Category,precision,recall,f1-score,support
Community,0.4957,0.5250,0.5099,659.0000
Entertainment,0.4573,0.4061,0.4302,330.0000
Food,0.5809,0.5340,0.5564,1796.0000
Nightlife,0.3772,0.3440,0.3598,250.0000
Outdoors,0.4613,0.5496,0.5016,282.0000
Shopping,0.6018,0.5944,0.5980,1388.0000
Travel,0.4900,0.5993,0.5392,574.0000
macro avg,0.4949,0.5075,0.4993,5279.0000
weighted avg,0.5421,0.5397,0.5396,5279.0000
