Category,precision,recall,f1-score,support
Community,56.47 ± 2.21,74.48 ± 2.41,64.21 ± 1.72,314460.00 ± 54.77
Entertainment,69.91 ± 2.29,72.36 ± 0.69,71.10 ± 1.29,277160.00 ± 54.77
Food,77.82 ± 1.29,65.77 ± 1.96,71.27 ± 1.16,785920.00 ± 44.72
Nightlife,47.01 ± 3.49,70.32 ± 0.61,56.29 ± 2.59,140960.00 ± 54.77
Outdoors,67.59 ± 2.28,74.41 ± 1.93,70.81 ± 1.52,221620.00 ± 44.72
Shopping,79.22 ± 1.47,72.13 ± 1.55,75.49 ± 0.92,670180.00 ± 44.72
Travel,85.40 ± 0.25,82.86 ± 0.71,84.11 ± 0.40,773200.00 ± 0.00
macro avg,69.06 ± 0.94,73.19 ± 0.84,70.47 ± 0.94,3183500.00 ± 70.71
