Category,precision,recall,f1-score,support
Community,0.5644,0.7429,0.6409,3144.6000
Entertainment,0.7049,0.7220,0.7133,2771.6000
Food,0.7798,0.6571,0.7132,7859.2000
Nightlife,0.4701,0.7005,0.5621,1409.6000
Outdoors,0.6755,0.7486,0.7101,2216.2000
Shopping,0.7849,0.7252,0.7537,6701.8000
Travel,0.8567,0.8271,0.8416,7732.0000
macro avg,0.6909,0.7319,0.7050,31835.0000
