Category,precision,recall,f1-score,support
Community,53.15 ± 2.04,54.07 ± 2.27,53.56 ± 1.39,35140.00 ± 54.77
Entertainment,52.34 ± 3.14,38.36 ± 4.51,44.03 ± 2.14,15220.00 ± 44.72
Food,58.63 ± 2.73,60.82 ± 2.49,59.62 ± 0.51,76160.00 ± 54.77
Nightlife,35.91 ± 10.81,30.53 ± 7.16,31.66 ± 4.90,5760.00 ± 54.77
Outdoors,45.70 ± 6.94,43.73 ± 5.25,44.20 ± 3.37,14360.00 ± 54.77
Shopping,57.73 ± 1.75,59.63 ± 2.69,58.60 ± 0.76,73320.00 ± 44.72
Travel,42.42 ± 9.44,35.46 ± 3.33,37.90 ± 2.21,14160.00 ± 54.77
macro avg,49.41 ± 1.86,46.09 ± 1.43,47.08 ± 0.46,234120.00 ± 44.72
