Category,precision,recall,f1-score,support
Community,49.54 ± 1.70,57.37 ± 2.46,53.11 ± 0.58,183900.00 ± 0.00
Entertainment,44.47 ± 3.66,39.88 ± 4.93,41.73 ± 1.65,91120.00 ± 44.72
Food,59.04 ± 1.12,54.60 ± 2.01,56.70 ± 0.84,458860.00 ± 54.77
Nightlife,32.52 ± 1.83,36.77 ± 5.86,34.22 ± 2.08,60160.00 ± 54.77
Outdoors,47.74 ± 1.09,47.79 ± 1.51,47.75 ± 0.89,108220.00 ± 44.72
Shopping,61.59 ± 1.44,62.28 ± 2.83,61.88 ± 1.01,481020.00 ± 44.72
Travel,44.69 ± 4.89,43.08 ± 7.15,43.20 ± 1.94,104280.00 ± 44.72
macro avg,48.51 ± 0.53,48.83 ± 0.79,48.37 ± 0.50,1487560.00 ± 54.77
