Category,precision,recall,f1-score,support
Community,31.07 ± 0.76,38.53 ± 1.19,34.38 ± 0.30,1372100.00 ± 0.00
Entertainment,29.11 ± 1.12,23.54 ± 1.58,25.99 ± 0.83,875140.00 ± 54.77
Food,42.82 ± 1.30,19.61 ± 5.32,26.48 ± 4.72,2821720.00 ± 44.72
Nightlife,18.51 ± 0.35,42.92 ± 2.65,25.84 ± 0.17,583740.00 ± 54.77
Outdoors,19.16 ± 1.88,31.55 ± 3.05,23.66 ± 0.45,545700.00 ± 0.00
Shopping,40.65 ± 0.73,41.29 ± 2.58,40.92 ± 0.93,2169660.00 ± 54.77
Travel,26.98 ± 2.37,34.94 ± 2.58,30.29 ± 0.50,585160.00 ± 54.77
macro avg,29.75 ± 0.36,33.20 ± 0.46,29.65 ± 0.67,8953220.00 ± 44.72
