Category,precision,recall,f1-score,support
Community,43.02 ± 4.04,62.85 ± 6.98,50.71 ± 1.79,65900.00 ± 0.00
Entertainment,38.97 ± 8.22,47.36 ± 7.37,41.85 ± 3.38,32940.00 ± 54.77
Food,58.05 ± 1.59,30.60 ± 3.62,39.95 ± 2.96,179540.00 ± 54.77
Nightlife,30.04 ± 5.90,53.71 ± 8.18,37.74 ± 3.13,25060.00 ± 54.77
Outdoors,37.32 ± 2.93,57.83 ± 4.82,45.31 ± 3.24,28220.00 ± 44.72
Shopping,55.27 ± 3.25,50.72 ± 7.30,52.49 ± 2.72,138880.00 ± 44.72
Travel,49.33 ± 2.62,63.51 ± 2.34,55.44 ± 0.98,57380.00 ± 44.72
macro avg,44.57 ± 1.12,52.37 ± 0.63,46.21 ± 0.91,527920.00 ± 44.72
