Category,precision,recall,f1-score,support
Community,0.4495,0.5877,0.5094,439.0000
Entertainment,0.4270,0.4551,0.4406,167.0000
Food,0.5532,0.4545,0.4991,869.0000
Nightlife,0.4508,0.6111,0.5189,90.0000
Outdoors,0.4375,0.3916,0.4133,143.0000
Shopping,0.5364,0.4924,0.5135,658.0000
Travel,0.4279,0.5398,0.4774,176.0000
macro avg,0.4689,0.5046,0.4817,2542.0000
weighted avg,0.5039,0.4953,0.4951,2542.0000
