epoch,loss,accuracy,f1
1,1.8536401143440833,0.25738431490384617,0.22423815375115555
2,1.783396053314209,0.2873497596153846,0.2667471415220845
3,1.766299557685852,0.2957331730769231,0.2759479642392621
4,1.7625884166130652,0.29390775240384615,0.27554542496683676
5,1.7576323142418495,0.2966496394230769,0.27685393864757063
6,1.7576796916814952,0.29539513221153846,0.2766205908537218
7,1.7549023921673115,0.2985276442307692,0.2779093522799934
8,1.7497128321574285,0.29707782451923076,0.27856639310529097
9,1.746476516356835,0.2971454326923077,0.28021597395775005
10,1.7467255390607395,0.29718299278846155,0.27998652753609393
11,1.7489973361675555,0.29632662259615383,0.2796180577756339
12,1.7473589933835543,0.29968449519230766,0.2813316198375463
13,1.7419414850381705,0.29895582932692305,0.28230899212381805
14,1.744870794736422,0.29544771634615385,0.28035428989233296
15,1.7402828931808472,0.2974459134615385,0.2818263871763437
16,1.7397217493790846,0.2980393629807692,0.28299448116658876
17,1.7351308529193585,0.3013671875,0.2863441349436964
18,1.7346522276218121,0.29876802884615383,0.28330842426653624
19,1.7351635272686299,0.2990459735576923,0.2838552151921624
20,1.7350419723070585,0.297265625,0.28235261553444196
21,1.7368339721973125,0.2980994591346154,0.2838191317750636
22,1.7316607897098248,0.2998272235576923,0.285054816652551
23,1.733291741517874,0.2999474158653846,0.2846031616989922
24,1.7316609566028303,0.30063100961538464,0.2851044433941871
25,1.7312072973984938,0.29812950721153847,0.28378463657062036
26,1.7276355193211481,0.3013671875,0.2863135507299382
27,1.72881226172814,0.30033052884615385,0.28591000206528117
28,1.7275033125510582,0.29943659855769234,0.2856896647243785
29,1.7256423840155968,0.299609375,0.28669689505022855
30,1.7242750608004056,0.30049579326923076,0.2874959551358977
31,1.72357672728025,0.3008864182692308,0.2876798441609692
32,1.7227590744311994,0.30087890625,0.28716180991734713
33,1.7215707705571102,0.30138221153846156,0.2881879413207648
34,1.721821981209975,0.30169020432692306,0.28812126353484885
35,1.7212483754524819,0.3022010216346154,0.28838776169737046
36,1.7155684361091026,0.3034630408653846,0.290332016545961
37,1.7172009578117957,0.3027869591346154,0.2901133026023943
38,1.714907745214609,0.30322265625,0.2899489705212299
39,1.715240322626554,0.3027644230769231,0.2905559358019598
40,1.7138239548756526,0.3020733173076923,0.28982771364302135
41,1.711787277001601,0.30369591346153846,0.29089583549095926
42,1.7111699361067552,0.3056865985576923,0.2934517542428801
43,1.7115645867127638,0.3036057692307692,0.29167523664329625
44,1.7094472334935116,0.30356069711538464,0.29210933612240547
45,1.7068105807671181,0.3037635216346154,0.29227102906529334
46,1.704599433678847,0.3048602764423077,0.293565093108581
47,1.703930581532992,0.3037334735576923,0.29261336589836273
48,1.7010258803000817,0.30565655048076923,0.2941778105793582
49,1.7011342928959774,0.30426682692307694,0.2933382769968215
50,1.7009761095046998,0.30638521634615384,0.2955423885621364
