Category,precision,recall,f1-score,support
Community,56.67 ± 1.21,73.49 ± 2.93,63.97 ± 1.41,314460.00 ± 54.77
Entertainment,68.41 ± 3.04,72.25 ± 0.50,70.25 ± 1.66,277160.00 ± 54.77
Food,77.69 ± 1.86,65.19 ± 1.53,70.89 ± 1.47,785920.00 ± 44.72
Nightlife,44.63 ± 3.90,71.10 ± 3.77,54.64 ± 1.68,140960.00 ± 54.77
Outdoors,66.77 ± 2.00,74.40 ± 2.26,70.37 ± 2.01,221620.00 ± 44.72
Shopping,79.03 ± 3.65,72.06 ± 1.23,75.33 ± 1.23,670180.00 ± 44.72
Travel,85.95 ± 0.34,81.89 ± 1.55,83.86 ± 0.71,773200.00 ± 0.00
macro avg,68.45 ± 0.96,72.91 ± 1.39,69.90 ± 0.96,3183500.00 ± 70.71
