epoch,loss,accuracy,accuracy_macro,f1,f1_weighted,mrr,top3_acc,ndcg_3,top5_acc,ndcg_5
1,8.033065553695437,0.06552484631538391,0.011424320959762152,0.008889390155673027,0.10116619616746902,0.11284634470939636,0.11815518885850906,0.09583759307861328,0.15074484050273895,0.10921897739171982
2,7.625268360925099,0.25884827971458435,0.043803751258253754,0.043369125574827194,0.3049091398715973,0.33619454503059387,0.3635828197002411,0.31998389959335327,0.4121217727661133,0.33992695808410645
3,7.15863279312376,0.42319440841674805,0.11797562438825529,0.10350371152162552,0.42788398265838623,0.5116233229637146,0.550066351890564,0.49751025438308716,0.6069687008857727,0.5209113359451294
4,6.699490501767113,0.48447081446647644,0.17166264430732484,0.15471749007701874,0.4735527038574219,0.5713006854057312,0.6069608330726624,0.5556398630142212,0.6670278906822205,0.5803505778312683
5,6.285568963913691,0.4993521273136139,0.19387297223328026,0.17698098719120026,0.4876548647880554,0.5833551287651062,0.6179234981536865,0.5683004856109619,0.6769068837165833,0.5925461649894714
6,5.911572653149801,0.5048255920410156,0.2069555079517957,0.18808579444885254,0.49313268065452576,0.5882221460342407,0.6239309906959534,0.5741129517555237,0.6808333396911621,0.5975082516670227
7,5.567977178664434,0.5055952072143555,0.21500567651814695,0.19406342506408691,0.49479636549949646,0.5870139002799988,0.6214101910591125,0.5729454755783081,0.6774958372116089,0.596026599407196
8,5.248052203466022,0.5044172406196594,0.220184326171875,0.19651375710964203,0.4946768581867218,0.5839686989784241,0.6175779700279236,0.5698543787002563,0.6734201908111572,0.592825710773468
9,4.976723807198661,0.4970433712005615,0.22400338975086717,0.19762703776359558,0.49156850576400757,0.5760194659233093,0.6075026988983154,0.5611950755119324,0.6636589765548706,0.5842986106872559
10,4.726666162884425,0.4844236969947815,0.22906829771830448,0.19999851286411285,0.4852133095264435,0.5648449659347534,0.597553014755249,0.5502502918243408,0.6534579992294312,0.5732662081718445
11,4.525915236700149,0.46192505955696106,0.23679300529650904,0.20458072423934937,0.47273677587509155,0.5429158806800842,0.5738999843597412,0.5270117521286011,0.6303547024726868,0.5502476096153259
12,4.354669964502728,0.4767121374607086,0.23943513765354507,0.20440876483917236,0.4816685616970062,0.5526837110519409,0.5792713761329651,0.5360526442527771,0.6352941989898682,0.5590944886207581
