reg	georgia	ge_r_a0	docs/results/P1/region_head_georgia_region_5f_50ep_ge_r_a0.json	ok
reg	georgia	ge_r_a0_dm256	docs/results/P1/region_head_georgia_region_5f_50ep_ge_r_a0_dm256.json	ok
reg	arizona	az_r_a0_dm256	docs/results/P1/region_head_arizona_region_5f_50ep_az_r_a0_dm256.json	ok
cat	arizona	az_c_la05	results/check2hgi_design_k_resln_mae_l0_1/arizona/next_lr1.0e-04_bs2048_ep50_20260603_170603_881230	ok
cat	arizona	az_c_la10	results/check2hgi_design_k_resln_mae_l0_1/arizona/next_lr1.0e-04_bs2048_ep50_20260603_170654_881517	ok
cat	georgia	ge_c_la05	results/check2hgi_design_k_resln_mae_l0_1/georgia/next_lr1.0e-04_bs2048_ep50_20260603_170746_881837	ok
cat	georgia	ge_c_la10	results/check2hgi_design_k_resln_mae_l0_1/georgia/next_lr1.0e-04_bs2048_ep50_20260603_170906_882170	ok
