epoch,loss,accuracy,accuracy_macro,f1,f1_weighted,mrr,top3_acc,ndcg_3,top5_acc,ndcg_5
1,2.513410758972168,0.15255238115787506,0.18269717693328857,0.13148564100265503,0.15964359045028687,0.3800123631954193,0.45077210664749146,0.31729602813720703,0.7784990668296814,0.4518713057041168
2,1.9889583587646484,0.14763450622558594,0.18180124461650848,0.1363755762577057,0.1585700660943985,0.3919562101364136,0.5035900473594666,0.3490477204322815,0.7691550850868225,0.4581100046634674
3,1.857933807373047,0.24284449219703674,0.2649129629135132,0.2039411962032318,0.23081931471824646,0.47754451632499695,0.6086357831954956,0.4521527588367462,0.863873302936554,0.5567197203636169
4,1.790482521057129,0.25090980529785156,0.31191039085388184,0.22355523705482483,0.23766878247261047,0.48429909348487854,0.6173895597457886,0.45852524042129517,0.8936755657196045,0.572537362575531
5,1.730642318725586,0.269302636384964,0.33262091875076294,0.2504483163356781,0.2689228951931,0.502666175365448,0.6467000842094421,0.4847593307495117,0.8967247009277344,0.5877845883369446
6,1.6789688110351562,0.30707189440727234,0.3624039590358734,0.27982574701309204,0.30190032720565796,0.5386207699775696,0.6885020136833191,0.5283930897712708,0.9192485213279724,0.6233563423156738
7,1.613654899597168,0.3299891948699951,0.40425723791122437,0.3136405050754547,0.3217780292034149,0.5563379526138306,0.7178125381469727,0.554118275642395,0.9161994457244873,0.6358346939086914
8,1.5466450691223144,0.3698239326477051,0.43710485100746155,0.35826075077056885,0.3736465871334076,0.5922653675079346,0.769843578338623,0.6016375422477722,0.9367561340332031,0.670725405216217
9,1.5113201141357422,0.36500442028045654,0.4553893208503723,0.3581013083457947,0.35151728987693787,0.5894197821617126,0.7670896053314209,0.5982266068458557,0.9401003122329712,0.6698071956634521
10,1.4684778213500977,0.3921510875225067,0.4785066545009613,0.38590264320373535,0.3867003321647644,0.6091004014015198,0.7826300859451294,0.6192540526390076,0.9476737976074219,0.6873344779014587
11,1.4546190261840821,0.3900855779647827,0.48030656576156616,0.38287127017974854,0.3818405568599701,0.611356794834137,0.7998425960540771,0.6278905868530273,0.95023113489151,0.6902197003364563
12,1.4254561424255372,0.40434738993644714,0.4937950074672699,0.40009739995002747,0.39917266368865967,0.6234481930732727,0.8143994808197021,0.6429566740989685,0.9534769058227539,0.7006601095199585
13,1.3975632667541504,0.3944132924079895,0.5020356774330139,0.3959527909755707,0.3878587484359741,0.612912654876709,0.7950230836868286,0.6268954277038574,0.9527884125709534,0.6922248601913452
14,1.3624944686889648,0.40956035256385803,0.5197438597679138,0.41067278385162354,0.3968958258628845,0.6263445615768433,0.8120388984680176,0.643813967704773,0.9582964181900024,0.7045363783836365
15,1.3366592407226563,0.4181174337863922,0.5172703266143799,0.4181777834892273,0.41022399067878723,0.6385937929153442,0.8435133099555969,0.6656712889671326,0.9698042273521423,0.7182298302650452
16,1.3049812316894531,0.42372381687164307,0.537124752998352,0.4272162914276123,0.4113175868988037,0.6393270492553711,0.830333411693573,0.6611503958702087,0.9624274373054504,0.7159324288368225
17,1.278976821899414,0.4224451780319214,0.5428131818771362,0.42784741520881653,0.41180920600891113,0.6409656405448914,0.8466607332229614,0.6687309145927429,0.9711812734603882,0.7205184698104858
18,1.2714749336242677,0.4339529871940613,0.5467796325683594,0.43799951672554016,0.42572689056396484,0.6471536755561829,0.8411527276039124,0.6711034178733826,0.9673452973365784,0.7237151861190796
19,1.2548257827758789,0.4137897193431854,0.5482542514801025,0.41977059841156006,0.3961017429828644,0.6338567137718201,0.8359397649765015,0.6587441563606262,0.9711812734603882,0.7150807976722717
20,1.221249771118164,0.44162485003471375,0.5587677955627441,0.4483027458190918,0.43052786588668823,0.6539169549942017,0.8537424802780151,0.6812692880630493,0.9716730117797852,0.730472981929779
21,1.1951651573181152,0.45559161901474,0.5737169981002808,0.4644359052181244,0.4467354416847229,0.6637752056121826,0.8596439361572266,0.691059410572052,0.9745253920555115,0.738867998123169
22,1.1596951484680176,0.4412314295768738,0.575873851776123,0.4531918168067932,0.4278380870819092,0.6567899584770203,0.8649552464485168,0.6878847479820251,0.9782629609107971,0.7351120114326477
23,1.1483022689819335,0.4484115242958069,0.580842912197113,0.4608069658279419,0.4343714714050293,0.6602952480316162,0.861119270324707,0.6888918876647949,0.9774761199951172,0.7374005913734436
24,1.0905476570129395,0.4650339186191559,0.6009813547134399,0.47960910201072693,0.45096850395202637,0.6740151047706604,0.8775449991226196,0.7057483792304993,0.9829841256141663,0.7498611807823181
25,1.0679498672485352,0.4782138168811798,0.6159197688102722,0.4961640238761902,0.46185392141342163,0.6840550899505615,0.888364315032959,0.7180137634277344,0.9841644167900085,0.7578991651535034
26,1.036575698852539,0.47959083318710327,0.619555652141571,0.4956071078777313,0.4660440683364868,0.6842237114906311,0.8834463953971863,0.7158523797988892,0.9849512577056885,0.7582585215568542
27,1.014048194885254,0.4854922890663147,0.6230736374855042,0.5046015977859497,0.4727557897567749,0.6915012001991272,0.9011507630348206,0.7287673950195312,0.9878036379814148,0.7649538516998291
28,0.9991545677185059,0.496705025434494,0.6405662894248962,0.5169316530227661,0.48034629225730896,0.6959825158119202,0.8952493071556091,0.7295241355895996,0.987606942653656,0.7680848240852356
29,0.9653189659118653,0.5011311173439026,0.6467210054397583,0.5237274169921875,0.48804405331611633,0.7015809416770935,0.9031178951263428,0.7369908690452576,0.9885905385017395,0.7727847099304199
