Category,precision,recall,f1-score,support
Community,51.39 ± 1.77,52.93 ± 1.35,52.13 ± 0.90,183900.00 ± 0.00
Entertainment,44.08 ± 1.46,39.14 ± 1.69,41.44 ± 1.29,91120.00 ± 44.72
Food,58.05 ± 1.23,56.99 ± 3.71,57.43 ± 1.46,458860.00 ± 54.77
Nightlife,36.07 ± 2.05,25.80 ± 3.54,29.94 ± 2.27,60160.00 ± 54.77
Outdoors,46.39 ± 1.12,48.09 ± 2.11,47.19 ± 1.01,108220.00 ± 44.72
Shopping,60.24 ± 1.21,65.04 ± 2.69,62.51 ± 0.94,481020.00 ± 44.72
Travel,46.48 ± 1.12,40.39 ± 2.73,43.16 ± 1.43,104280.00 ± 44.72
macro avg,48.96 ± 0.32,46.91 ± 0.34,47.69 ± 0.30,1487560.00 ± 54.77
