Category,precision,recall,f1-score,support
Community,0.5830,0.7663,0.6622,3145.0000
Entertainment,0.6848,0.7221,0.7030,2771.0000
Food,0.7799,0.6590,0.7143,7859.0000
Nightlife,0.4610,0.7128,0.5599,1410.0000
Outdoors,0.6996,0.7545,0.7260,2216.0000
Shopping,0.7983,0.7305,0.7629,6702.0000
Travel,0.8558,0.8229,0.8391,7732.0000
macro avg,0.6946,0.7383,0.7096,31835.0000
weighted avg,0.7548,0.7390,0.7427,31835.0000
